query,gt_attr_count,qmeans_attr_count,gt_attributes,qmeans_attributes,matched_key_count,key_match_rate_%,matched_keys,matched_key_priorities,value_match_count,value_match_rate_%,matched_values_detail,value_mismatch_detail,missing_gt_keys,missing_key_priorities,extra_qmeans_keys,extra_qmeans_key_count,critical_missing_key,assessment
air  conditioning dual shaft 1330 RPM BLOWER FAN MOTOR,3,4,speed=1330 RPM; usage=blower; shaft_type=dual shaft,speed=1330 rpm; usage=air conditioning; shaft type=dual shaft; part type=motor,3,100.0,speed; usage; shaft_type,speed(P8); usage(P9); shaft_type(P15),2,66.7,speed: GT=1330 RPM | QM=1330 rpm; shaft_type: GT=dual shaft | QM=dual shaft,usage: GT=blower | QM=air conditioning,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Siemens Servo Motors,2,1,brand=Siemens; motor_type=servo motor,brand=siemens,1,50.0,brand,brand(P1),1,50.0,brand: GT=Siemens | QM=siemens,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
Kitchen Chimney Motor,1,2,usage=kitchen chimney,usage=kitchen chimney; part type=motor,1,100.0,usage,usage(P9),1,100.0,usage: GT=kitchen chimney | QM=kitchen chimney,(none),(none),(none),(none),0,(none),PERFECT_MATCH
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-0MA0 2.7 kW,4,4,brand=Siemens; power=2.7 KW; motor_type=servo motor; model_number=1FK2106-4AF10-0MA0,model name/number=1fk2106-4af10-0ma0; power=2.7 kw; usage=servo motor; brand=siemens,3,75.0,brand; power; model_number,brand(P1); power(P3); model_number(P5),3,75.0,brand: GT=Siemens | QM=siemens; power: GT=2.7 KW | QM=2.7 kw; model_number: GT=1FK2106-4AF10-0MA0 | QM=1fk2106-4af10-0ma0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
Slip Ring Motor,1,2,motor_type=slip ring motor,motor type=ring; motor part type=slip,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=slip ring motor | QM=ring,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Break Motor,1,1,product_type=motor,part type=motor,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=motor | QM=motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
3 phase 15hp motor starter,3,3,power=15 HP; phase=three phase; product_type=motor starter,power=15hp; phase=3 phase; usage=motor starter,2,66.7,power; phase,power(P3); phase(P7),0,0.0,(none),power: GT=15 HP | QM=15hp; phase: GT=three phase | QM=3 phase,product_type=motor starter,product_type(P6),(none),0,product_type(P6),PARTIAL_MATCH
DC Carbon,0,1,(empty),material=carbon,0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
external motor rotor die casting,1,2,product_type=motor,casting method=die casting; usage=motor,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),casting method=die casting,1,product_type(P6),NO_KEY_MATCH
c 10 micro 2900 bldc moter,1,2,motor_type=BLDC motor,motor type=bldc; model name/number=c 10 micro 2900,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=BLDC motor | QM=bldc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
extra power breaker 1 power tool armature,1,1,product_type=armature,motor part type=armature,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=armature | QM=armature,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Gear Motor,1,1,motor_type=geared motor,motor type=gear,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=geared motor | QM=gear,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Liquid Resistance Starter,1,1,product_type=motor starter,form=liquid,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),form=liquid,1,product_type(P6),NO_KEY_MATCH
a c blower motor spal,2,2,brand=Spal; usage=blower,usage=blower; brand=spal,2,100.0,brand; usage,brand(P1); usage(P9),2,100.0,brand: GT=Spal | QM=spal; usage: GT=blower | QM=blower,(none),(none),(none),(none),0,(none),PERFECT_MATCH
1HP Single Phase Godrej Lawkim Foot Mounted,4,4,brand=Godrej Lawkim; power=1 HP; phase=single phase; mounting=foot mounted,motor horsepower=1hp; brand=godrej; model name/number=lawkim; phase=single phase,3,75.0,brand; power; phase,brand(P1); power(P3); phase(P7),2,50.0,brand: GT=Godrej Lawkim | QM=godrej; phase: GT=single phase | QM=single phase,power: GT=1 HP | QM=1hp,mounting=foot mounted,mounting(P11),(none),0,mounting(P11),PARTIAL_MATCH
Automatic Sliding Gate Motor,1,2,usage=sliding gate,automation grade=automatic; usage=sliding gate,1,100.0,usage,usage(P9),1,100.0,usage: GT=sliding gate | QM=sliding gate,(none),(none),(none),automation grade=automatic,1,(none),PERFECT_MATCH
fcma soft starter,1,1,product_type=soft starter,starter type=soft starter,0,0.0,(none),(none),0,0.0,(none),(none),product_type=soft starter,product_type(P6),starter type=soft starter,1,product_type(P6),NO_KEY_MATCH
three phase 1 mini dol automatic-switch,1,1,phase=three phase,phase=three phase,1,100.0,phase,phase(P7),1,100.0,phase: GT=three phase | QM=three phase,(none),(none),(none),(none),0,(none),PERFECT_MATCH
push button shutter motor,1,2,usage=shutter,switch type=push button; usage=shutter,1,100.0,usage,usage(P9),1,100.0,usage: GT=shutter | QM=shutter,(none),(none),(none),switch type=push button,1,(none),PERFECT_MATCH
SIEMENS 1LE7501‑1BB23‑5AA4,2,2,brand=Siemens; model_number=1LE7501,model name/number=1le7501‑1bb23‑5aa4; brand=siemens,2,100.0,brand; model_number,brand(P1); model_number(P5),2,100.0,brand: GT=Siemens | QM=siemens; model_number: GT=1LE7501 | QM=1le7501‑1bb23‑5aa4,(none),(none),(none),(none),0,(none),PERFECT_MATCH
blower-motors,1,0,usage=blower,(empty),0,0.0,(none),(none),0,0.0,(none),(none),usage=blower,usage(P9),(none),0,usage(P9),NO_KEY_MATCH
Servo Motor Repairing Service,1,2,motor_type=servo motor,service=repairing; we repair=servo motor,0,0.0,(none),(none),0,0.0,(none),(none),motor_type=servo motor,motor_type(P2),service=repairing; we repair=servo motor,2,motor_type(P2),NO_KEY_MATCH
Petrosa Starter medium 200 Grams,2,1,brand=Petrosa; product_type=motor starter,size=medium 200 grams,0,0.0,(none),(none),0,0.0,(none),(none),brand=Petrosa; product_type=motor starter,brand(P1); product_type(P6),size=medium 200 grams,1,brand(P1),NO_KEY_MATCH
automatic switch,0,1,(empty),switch operation=automatic,0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),switch operation=automatic,1,(none),NO_GT_ATTRIBUTES
Telescopic Linear Actuators,1,1,product_type=linear actuator,actuator type=linear,0,0.0,(none),(none),0,0.0,(none),(none),product_type=linear actuator,product_type(P6),actuator type=linear,1,product_type(P6),NO_KEY_MATCH
speed on  outdoor motar,1,2,usage=door,usage=outdoor; brand=speed on,1,100.0,usage,usage(P9),1,100.0,usage: GT=door | QM=outdoor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Motor Automatic Switch,1,3,product_type=motor,switch operation=automatic; usage=motor; product=switch,1,100.0,product_type,product_type(P6),0,0.0,(none),product_type: GT=motor | QM=switch,(none),(none),switch operation=automatic,1,(none),PARTIAL_MATCH
speed on outdoor motar,1,2,usage=door,usage=outdoor; brand=speed on,1,100.0,usage,usage(P9),1,100.0,usage: GT=door | QM=outdoor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Crompton Greaves Flameproof IE3 Motor,3,3,brand=Crompton Greaves; enclosure=flameproof; efficiency=IE3,brand=crompton; features=flameproof; efficiency=ie3,2,66.7,brand; efficiency,brand(P1); efficiency(P13),2,66.7,brand: GT=Crompton Greaves | QM=crompton; efficiency: GT=IE3 | QM=ie3,(none),enclosure=flameproof,enclosure(P14),features=flameproof,1,enclosure(P14),PARTIAL_MATCH
a c blower motor spal 24v,3,2,brand=Spal; voltage=24V; usage=blower,voltage=24v; brand=spal,2,66.7,brand; voltage,brand(P1); voltage(P4),2,66.7,brand: GT=Spal | QM=spal; voltage: GT=24V | QM=24v,(none),usage=blower,usage(P9),(none),0,usage(P9),PARTIAL_MATCH
brake motor,1,1,product_type=motor,part type=motor,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=motor | QM=motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
star-delta-starter,1,0,product_type=motor starter,(empty),0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
deep vibrator motor,1,1,product_type=motor,product=vibrator motor,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=motor | QM=vibrator motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Hydromatik Rexroth A2F-12-Wp6 Hydraulic Piston Motor,2,2,brand=Hydromatik; motor_type=hydraulic piston motor,model name/number=a2f-12-wp6; type=hydraulic piston motor,0,0.0,(none),(none),0,0.0,(none),(none),brand=Hydromatik; motor_type=hydraulic piston motor,brand(P1); motor_type(P2),(none),0,brand(P1),NO_KEY_MATCH
vibrator cover,0,1,(empty),part type=cover,0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
Rotork Yt 3300 Smart Positioner,2,3,brand=Rotork; product_type=valve positioner,brand=rotork; type=smart positioner; model name/number=yt 3300,2,100.0,brand; product_type,brand(P1); product_type(P6),1,50.0,brand: GT=Rotork | QM=rotork,product_type: GT=valve positioner | QM=smart positioner,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Concrete Vibrator Motor,1,2,usage=concrete vibrator,usage=concrete vibrator; part type=motor,1,100.0,usage,usage(P9),1,100.0,usage: GT=concrete vibrator | QM=concrete vibrator,(none),(none),(none),(none),0,(none),PERFECT_MATCH
blower motors in port blair,1,0,usage=blower,(empty),0,0.0,(none),(none),0,0.0,(none),(none),usage=blower,usage(P9),(none),0,usage(P9),NO_KEY_MATCH
Hydromatik A2F-107 Hydraulic Piston Pump Motor,3,4,brand=Hydromatik; motor_type=hydraulic piston motor; usage=pump,model name/number=a2f-107; type=hydraulic; brand=hydromatik; pump type=piston pump,1,33.3,brand,brand(P1),1,33.3,brand: GT=Hydromatik | QM=hydromatik,(none),motor_type=hydraulic piston motor; usage=pump,motor_type(P2); usage(P9),pump type=piston pump,1,motor_type(P2),LOW_MATCH
"Rexroth A2Fo180, A2Fm180, A2Fo160, A2Fm160 Drive Shaft And Bearing Assembly 50Mm",1,2,brand=Rexroth,"model name/number=a2fo180, a2fm180, a2fo160, a2fm160; brand=rexroth",1,100.0,brand,brand(P1),1,100.0,brand: GT=Rexroth | QM=rexroth,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Brueninghaus Hydromatik Rexroth A2Fm-28/61 Hydraulic Piston Motor,2,2,brand=Brueninghaus; motor_type=hydraulic piston motor,model name/number=a2fm-28/61; type=hydraulic piston motor,0,0.0,(none),(none),0,0.0,(none),(none),brand=Brueninghaus; motor_type=hydraulic piston motor,brand(P1); motor_type(P2),(none),0,brand(P1),NO_KEY_MATCH
parker hydraulic motor,2,2,brand=Parker; motor_type=hydraulic motor,type=hydraulic motor; brand=parker,1,50.0,brand,brand(P1),1,50.0,brand: GT=Parker | QM=parker,(none),motor_type=hydraulic motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
Kirloskar Three Phase Induction Motor,3,3,brand=Kirloskar; phase=three phase; motor_type=induction motor,motor type=induction motor; brand=kirloskar; no of phase=three phase,3,100.0,brand; phase; motor_type,brand(P1); phase(P7); motor_type(P2),3,100.0,brand: GT=Kirloskar | QM=kirloskar; phase: GT=three phase | QM=three phase; motor_type: GT=induction motor | QM=induction motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Three Phase Induction Motor,2,2,phase=three phase; motor_type=induction motor,motor type=induction; no of phase=three phase,2,100.0,phase; motor_type,phase(P7); motor_type(P2),2,100.0,phase: GT=three phase | QM=three phase; motor_type: GT=induction motor | QM=induction,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Hanning Motor for Bentone Burner,2,0,brand=Hanning; usage=burner,(empty),0,0.0,(none),(none),0,0.0,(none),(none),brand=Hanning; usage=burner,brand(P1); usage(P9),(none),0,brand(P1),NO_KEY_MATCH
hyundai/kia clutch actuator,1,1,product_type=actuator,actuator type=clutch actuator,0,0.0,(none),(none),0,0.0,(none),(none),product_type=actuator,product_type(P6),actuator type=clutch actuator,1,product_type(P6),NO_KEY_MATCH
Remi Centrifuge Carbon Brushes,3,2,brand=Remi; product_type=carbon brush; usage=centrifuge,product=carbon brushes; brand=remi,2,66.7,brand; product_type,brand(P1); product_type(P6),2,66.7,brand: GT=Remi | QM=remi; product_type: GT=carbon brush | QM=carbon brushes,(none),usage=centrifuge,usage(P9),(none),0,usage(P9),PARTIAL_MATCH
2hp motor,1,2,power=2 HP,power=2hp; part type=motor,1,100.0,power,power(P3),0,0.0,(none),power: GT=2 HP | QM=2hp,(none),(none),(none),0,(none),PARTIAL_MATCH
aluminium die cast rotors,1,2,material=aluminium,material=aluminium; product=rotors,1,100.0,material,material(P16),1,100.0,material: GT=aluminium | QM=aluminium,(none),(none),(none),(none),0,(none),PERFECT_MATCH
bhavani induction motor,2,2,brand=Bhavani; motor_type=induction motor,brand=bhavani; motor type=induction,2,100.0,brand; motor_type,brand(P1); motor_type(P2),2,100.0,brand: GT=Bhavani | QM=bhavani; motor_type: GT=induction motor | QM=induction,(none),(none),(none),(none),0,(none),PERFECT_MATCH
DC Motor,1,1,motor_type=DC motor,motor type=dc,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=DC motor | QM=dc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Intermot hydro motors 800cc,1,2,brand=Intermot,displacement=800cc; brand=intermot,1,100.0,brand,brand(P1),1,100.0,brand: GT=Intermot | QM=intermot,(none),(none),(none),displacement=800cc,1,(none),PERFECT_MATCH
Mobile Starter,1,1,product_type=motor starter,feeder type=starter,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),feeder type=starter,1,product_type(P6),NO_KEY_MATCH
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-0MB0 0.12 kW,4,4,brand=Siemens; power=0.12 KW; motor_type=servo motor; model_number=1FK2204-5AK01-0MB0,power=0.12 kw; model name/number=1fk2204-5ak01-0mb0; usage=servo motor; brand=siemens,3,75.0,brand; power; model_number,brand(P1); power(P3); model_number(P5),3,75.0,brand: GT=Siemens | QM=siemens; power: GT=0.12 KW | QM=0.12 kw; model_number: GT=1FK2204-5AK01-0MB0 | QM=1fk2204-5ak01-0mb0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
Single Phase Induction Motor,2,2,phase=single phase; motor_type=induction motor,motor type=induction; no of phase=single phase,2,100.0,phase; motor_type,phase(P7); motor_type(P2),2,100.0,phase: GT=single phase | QM=single phase; motor_type: GT=induction motor | QM=induction,(none),(none),(none),(none),0,(none),PERFECT_MATCH
5 watts motor rexnord rec-8313-05-a2,2,3,brand=Rexnord; power=5 W,power=5 watts; model name/number=rec-8313-05-a2; brand=rexnord,2,100.0,brand; power,brand(P1); power(P3),2,100.0,brand: GT=Rexnord | QM=rexnord; power: GT=5 W | QM=5 watts,(none),(none),(none),(none),0,(none),PERFECT_MATCH
AC Fan Motor,2,1,motor_type=AC motor; usage=fan,part type=motor,0,0.0,(none),(none),0,0.0,(none),(none),motor_type=AC motor; usage=fan,motor_type(P2); usage(P9),(none),0,motor_type(P2),NO_KEY_MATCH
helical-geared-motor,1,1,product_type=motor,gear type=helical-geared-motor,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),gear type=helical-geared-motor,1,product_type(P6),NO_KEY_MATCH
three phase electric motor 20 hp 960 rpm,3,3,power=20 HP; phase=three phase; speed=960 RPM,speed=960 rpm; power source=electric; no of phase=three phase,2,66.7,phase; speed,phase(P7); speed(P8),2,66.7,phase: GT=three phase | QM=three phase; speed: GT=960 RPM | QM=960 rpm,(none),power=20 HP,power(P3),power source=electric,1,power(P3),PARTIAL_MATCH
three phase electric motor near agra 20 hp 960 rpm,3,4,power=20 HP; phase=three phase; speed=960 RPM,power=20 hp; speed=960 rpm; power source=electric; no of phase=three phase,3,100.0,power; phase; speed,power(P3); phase(P7); speed(P8),3,100.0,power: GT=20 HP | QM=20 hp; phase: GT=three phase | QM=three phase; speed: GT=960 RPM | QM=960 rpm,(none),(none),(none),power source=electric,1,(none),PERFECT_MATCH
gsm mobile starter,1,0,product_type=motor starter,(empty),0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Domestic Appliance Motors,1,1,product_type=motor,usage=domestic,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
schneider soft starter,2,2,brand=Schneider; product_type=soft starter,brand=schneider; starter type=soft starter,1,50.0,brand,brand(P1),1,50.0,brand: GT=Schneider | QM=schneider,(none),product_type=soft starter,product_type(P6),starter type=soft starter,1,product_type(P6),PARTIAL_MATCH
Door han,1,0,usage=door,(empty),0,0.0,(none),(none),0,0.0,(none),(none),usage=door,usage(P9),(none),0,usage(P9),NO_KEY_MATCH
linear-actuators,1,0,product_type=actuator,(empty),0,0.0,(none),(none),0,0.0,(none),(none),product_type=actuator,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Motor Starter,1,1,product_type=motor starter,usage=motor,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Three Phase Electric Motor,1,2,phase=three phase,power source=electric; no of phase=three phase,1,100.0,phase,phase(P7),1,100.0,phase: GT=three phase | QM=three phase,(none),(none),(none),power source=electric,1,(none),PERFECT_MATCH
l t mpower pro mobile motor starter,1,2,product_type=motor starter,brand=l t; usage=motor starter,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Kenstar Air Cooler Motor With Pump,2,3,brand=Kenstar; usage=air cooler,usage=cooler; brand=kenstar; part type=motor,2,100.0,brand; usage,brand(P1); usage(P9),2,100.0,brand: GT=Kenstar | QM=kenstar; usage: GT=air cooler | QM=cooler,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Three Phase Motor,1,2,phase=three phase,part type=motor; phase=three phase,1,100.0,phase,phase(P7),1,100.0,phase: GT=three phase | QM=three phase,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Pneumatic Actuators,1,1,product_type=pneumatic actuator,actuator type=pneumatic,0,0.0,(none),(none),0,0.0,(none),(none),product_type=pneumatic actuator,product_type(P6),actuator type=pneumatic,1,product_type(P6),NO_KEY_MATCH
Crane Duty Geared Motor With Brake,2,0,motor_type=geared motor; usage=crane,(empty),0,0.0,(none),(none),0,0.0,(none),(none),motor_type=geared motor; usage=crane,motor_type(P2); usage(P9),(none),0,motor_type(P2),NO_KEY_MATCH
1000 n (100 kg) 1 100 mm 24 v telescopic linear actuators,2,2,voltage=24V; product_type=linear actuator,stroke length=100 mm; voltage=24 v,1,50.0,voltage,voltage(P4),0,0.0,(none),voltage: GT=24V | QM=24 v,product_type=linear actuator,product_type(P6),stroke length=100 mm,1,product_type(P6),PARTIAL_MATCH
Pneumatic Rotary Actuators,1,0,product_type=rotary actuator,(empty),0,0.0,(none),(none),0,0.0,(none),(none),product_type=rotary actuator,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Petrosa Starter medium,2,2,brand=Petrosa; product_type=motor starter,size=medium; feeder type=starter,0,0.0,(none),(none),0,0.0,(none),(none),brand=Petrosa; product_type=motor starter,brand(P1); product_type(P6),size=medium; feeder type=starter,2,brand(P1),NO_KEY_MATCH
Pneumatic Rotary Actuator,1,2,product_type=rotary actuator,power source=pneumatic; actuator type=rotary actuator,0,0.0,(none),(none),0,0.0,(none),(none),product_type=rotary actuator,product_type(P6),power source=pneumatic; actuator type=rotary actuator,2,product_type(P6),NO_KEY_MATCH
