query,gt_success,qmeans_success,gt_total_keys,gt_unique_values,qmeans_total_keys,matched_key_count,matched_value_count,gt_only_key_count,qmeans_only_key_count,key_match_rate,value_match_rate,matched_keys,gt_only_keys,qmeans_only_keys,matched_values,key_match_details_json,value_match_details_json
cooler hee motor,True,True,4,2,2,0,2,4,2,0.00%,100.00%,,product type; application; use; motor type,usage; part type,motor; cooler,[],"[{""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""part type""]}, {""value"": ""cooler"", ""gt_keys"": [{""key"": ""application"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""use"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""usage""]}]"
Kerovit Ege Actuation Plate,True,True,2,1,2,0,0,2,2,0.00%,0.00%,,product category; category,brand; product,,[],[]
ABB Soft Starters,True,True,7,2,2,1,1,6,1,14.29%,50.00%,brand,company; use; application; manufacturer; product category; category,starter type,abb,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""abb"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""abb"", ""value_also_matches"": true}]","[{""value"": ""abb"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
Bullet Farrata Fan Motor,True,True,4,2,2,0,0,4,2,0.00%,0.00%,,product type; application; use; motor type,usage; part type,,[],[]
happymodel motor,True,True,5,1,1,0,1,5,1,0.00%,100.00%,,part number; model; product type; model number; motor type,part type,motor,[],"[{""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""part type""]}]"
Double Shaft Motor,True,True,4,2,0,0,0,4,0,0.00%,0.00%,,product type; shaft; shaft type; motor type,,,[],[]
incubator turning motor,True,True,2,1,2,0,0,2,2,0.00%,0.00%,,product type; motor type,usage; type,,[],[]
abb motor,True,True,5,2,2,1,2,4,1,20.00%,100.00%,brand,product type; manufacturer; company; motor type,part type,abb; motor,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""abb"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""abb"", ""value_also_matches"": true}]","[{""value"": ""abb"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""part type""]}]"
2hp single phase motor cg model gf7010,True,True,13,5,3,2,2,11,1,15.38%,40.00%,power; phase,brand; part number; motor type; company; hp; manufacturer; model; product type; model number; horsepower,model name/number,gf7010; single phase,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""2 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""power"", ""qmeans_value"": ""2hp"", ""value_also_matches"": false}, {""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""single phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 4, ""qmeans_key"": ""phase"", ""qmeans_value"": ""single phase"", ""value_also_matches"": true}]","[{""value"": ""gf7010"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 5}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 5}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 5}], ""qmeans_keys"": [""model name/number""]}, {""value"": ""single phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 4}], ""qmeans_keys"": [""phase""]}]"
2hp single phase motor near kolkata cg model no gf7010,True,True,10,4,3,2,1,8,1,20.00%,25.00%,power; phase,brand; motor type; company; hp; manufacturer; product type; horsepower; supply phase,model name/number,single phase,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""2 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""power"", ""qmeans_value"": ""2hp"", ""value_also_matches"": false}, {""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""single phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 4, ""qmeans_key"": ""phase"", ""qmeans_value"": ""single phase"", ""value_also_matches"": true}]","[{""value"": ""single phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 4}], ""qmeans_keys"": [""phase""]}]"
100 HP Slip Ring Motor Starter,True,True,7,3,3,1,1,6,2,14.29%,33.33%,power,use; hp; application; product type; horsepower; motor type,usage; starter type,100 hp,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""100 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""power"", ""qmeans_value"": ""100 hp"", ""value_also_matches"": true}]","[{""value"": ""100 hp"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""power""]}]"
battery operated pmdc motor,True,True,2,1,2,1,0,1,1,50.00%,0.00%,motor type,product type,power source,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""dc motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""pmdc"", ""value_also_matches"": false}]",[]
Automatic Door Motor,True,True,2,1,2,0,0,2,2,0.00%,0.00%,,product type; motor type,usage; automation grade,,[],[]
Automatic Rolling Shutters Motor,True,True,2,1,2,0,0,2,2,0.00%,0.00%,,product type; motor type,usage; automation grade,,[],[]
Nxu Gear Brake Motor In Pune,True,True,2,1,1,1,0,1,0,50.00%,0.00%,motor type,product type,,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""brake motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""gear brake motor"", ""value_also_matches"": false}]",[]
Bosch Carbon Brushes,True,True,7,3,2,1,1,6,1,14.29%,33.33%,brand,company; use; application; manufacturer; product category; category,product,bosch,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""bosch"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""bosch"", ""value_also_matches"": true}]","[{""value"": ""bosch"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
1 piece 750 watt 3000 rpm AC Servo Motor,True,True,9,4,4,3,3,6,1,33.33%,75.00%,power; speed; motor type,wattage; rated speed; supply type; current type; product type; rpm,product,ac; 3000 rpm; servo motor,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""750 w"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""power"", ""qmeans_value"": ""750 watt"", ""value_also_matches"": false}, {""normalized_key"": ""speed"", ""gt_key"": ""speed"", ""gt_value"": ""3000 rpm"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""speed"", ""qmeans_value"": ""3000 rpm"", ""value_also_matches"": true}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""servo motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""ac"", ""value_also_matches"": false}]","[{""value"": ""ac"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 4}], ""qmeans_keys"": [""motor type""]}, {""value"": ""3000 rpm"", ""gt_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""rated_speed"", ""key_priority"": 3, ""attr_priority"": 3}], ""qmeans_keys"": [""speed""]}, {""value"": ""servo motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""product""]}]"
Arun D O L Motor Starter,True,True,4,2,2,0,0,4,2,0.00%,0.00%,,product type; application; use; motor type,usage; brand,,[],[]
v12 mobile starter,True,True,4,1,1,0,0,4,1,0.00%,0.00%,,product category; category; use; application,model name/number,,[],[]
1 hp motor,True,True,5,2,2,1,2,4,1,20.00%,100.00%,power,product type; horsepower; motor type; hp,part type,motor; 1 hp,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""1 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""power"", ""qmeans_value"": ""1 hp"", ""value_also_matches"": true}]","[{""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""part type""]}, {""value"": ""1 hp"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""power""]}]"
angle grinder armature,True,True,4,2,2,0,1,4,2,0.00%,50.00%,,product category; category; use; application,usage; motor part type,armature,[],"[{""value"": ""armature"", ""gt_keys"": [{""key"": ""product_category"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""category"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""motor part type""]}]"
ola motor,True,True,4,2,2,0,1,4,2,0.00%,50.00%,,product type; application; use; motor type,brand; part type,motor,[],"[{""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""part type""]}]"
altistart 22 soft starters,True,True,4,1,2,0,0,4,2,0.00%,0.00%,,product category; category; use; application,starter type; model name/number,,[],[]
tawagawa hollow encoder ts 5700n8500,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,product category; category,encoder type,,[],[]
tawagawa hollow encoder ts-5700n8500,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,product category; category,encoder type,,[],[]
actuator model %3A rr a50 d,True,True,4,1,1,0,0,4,1,0.00%,0.00%,,product category; category; use; application,model name/number,,[],[]
86HS120 Two Phase Stepper Motor,True,True,5,2,3,1,2,4,2,20.00%,100.00%,motor type,product type; model number; part number; model,phase; model name/number,stepper motor; 86hs120,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""stepper motor"", ""value_also_matches"": true}]","[{""value"": ""stepper motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}, {""value"": ""86hs120"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""model name/number""]}]"
86 HS 65 Two Phase Stepper Motor,True,True,2,1,3,1,1,1,2,50.00%,100.00%,motor type,product type,phase; model name/number,stepper motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""stepper motor"", ""value_also_matches"": true}]","[{""value"": ""stepper motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}]"
Ola motot,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,application; use,brand,,[],[]
Swing Gate Motor,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,product type; motor type,usage,,[],[]
COPCARBON BRUSH 25X40X10,True,True,7,3,2,0,1,7,2,0.00%,33.33%,,part number; use; application; model; product category; category; model number,size; bristle material,25x40x10,[],"[{""value"": ""25x40x10"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""size""]}]"
DC GEAR MOTOR,True,True,4,2,1,1,0,3,0,25.00%,0.00%,motor type,product type; current type; supply type,,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""gear motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""dc gear"", ""value_also_matches"": false}]",[]
motor-armature,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,product type; motor type,part type,,[],[]
57 HS 22 Two Phase Stepper Motor,True,True,2,1,3,1,1,1,2,50.00%,100.00%,motor type,product type,phase; model name/number,stepper motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""stepper motor"", ""value_also_matches"": true}]","[{""value"": ""stepper motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}]"
57 HS 13 Two Phase Stepper Motor,True,True,2,1,3,1,1,1,2,50.00%,100.00%,motor type,product type,phase; model name/number,stepper motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""stepper motor"", ""value_also_matches"": true}]","[{""value"": ""stepper motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}]"
57 HS 09 Two Phase Stepper Motor,True,True,2,1,3,1,1,1,2,50.00%,100.00%,motor type,product type,phase; model name/number,stepper motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""stepper motor"", ""value_also_matches"": true}]","[{""value"": ""stepper motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}]"
el%20tech%20motors,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,product type; motor type,model number,,[],[]
Leadshine ISV5713V36 1000 AC Servo Motor,True,True,9,4,4,1,3,8,3,11.11%,75.00%,motor type,part number; supply type; current type; supply voltage; voltage; model; product type; model number,usage; brand; model name/number,isv5713v36; ac; servo motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""servo motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""ac"", ""value_also_matches"": false}]","[{""value"": ""isv5713v36"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 4}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 4}], ""qmeans_keys"": [""model name/number""]}, {""value"": ""ac"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 3}], ""qmeans_keys"": [""motor type""]}, {""value"": ""servo motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""usage""]}]"
PDA Sliding Gate Motor,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,product type; motor type,usage,,[],[]
42 HS 02 Two Phase Stepper Motor,True,True,2,1,3,1,1,1,2,50.00%,100.00%,motor type,product type,phase; model name/number,stepper motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""stepper motor"", ""value_also_matches"": true}]","[{""value"": ""stepper motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}]"
Jencoder Hollow Type  Rotary Encoder J-50T,True,True,5,2,2,1,0,4,1,20.00%,0.00%,brand,product category; category; manufacturer; company,encoder type,,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""jencode"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""jencoder"", ""value_also_matches"": false}]",[]
Inverter Duty Induction Motors,True,True,2,1,2,1,0,1,1,50.00%,0.00%,motor type,product type,features,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""induction motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""induction"", ""value_also_matches"": false}]",[]
39 HS 02 Two Phase Stepper Motor,True,True,2,1,3,1,1,1,2,50.00%,100.00%,motor type,product type,phase; model name/number,stepper motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""stepper motor"", ""value_also_matches"": true}]","[{""value"": ""stepper motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}]"
