query,ground_truth_count,qmeans_attr_count,gemini_attr_count,gemma_attr_count,groundtruth_attr_key_1,groundtruth_attr_value_1,groundtruth_attr_key_2,groundtruth_attr_value_2,groundtruth_attr_key_3,groundtruth_attr_value_3,groundtruth_attr_key_4,groundtruth_attr_value_4,groundtruth_attr_key_5,groundtruth_attr_value_5,groundtruth_attr_key_6,groundtruth_attr_value_6,groundtruth_attr_key_7,groundtruth_attr_value_7,groundtruth_attr_key_8,groundtruth_attr_value_8,groundtruth_attr_key_9,groundtruth_attr_value_9,qmeans_attr_key_1,qmeans_attr_value_1,gemini_attr_key_1,gemini_attr_value_1,gemma_attr_key_1,gemma_attr_value_1,qmeans_attr_key_2,qmeans_attr_value_2,gemini_attr_key_2,gemini_attr_value_2,gemma_attr_key_2,gemma_attr_value_2,qmeans_attr_key_3,qmeans_attr_value_3,gemini_attr_key_3,gemini_attr_value_3,gemma_attr_key_3,gemma_attr_value_3,qmeans_attr_key_4,qmeans_attr_value_4,gemini_attr_key_4,gemini_attr_value_4,gemma_attr_key_4,gemma_attr_value_4,qmeans_attr_key_5,qmeans_attr_value_5,gemini_attr_key_5,gemini_attr_value_5,gemma_attr_key_5,gemma_attr_value_5,qmeans_attr_key_6,qmeans_attr_value_6,gemini_attr_key_6,gemini_attr_value_6,gemma_attr_key_6,gemma_attr_value_6,qmeans_attr_key_7,qmeans_attr_value_7,gemini_attr_key_7,gemini_attr_value_7,gemma_attr_key_7,gemma_attr_value_7,qmeans_attr_key_8,qmeans_attr_value_8,gemini_attr_key_8,gemini_attr_value_8,gemma_attr_key_8,gemma_attr_value_8,qmeans_attr_key_9,qmeans_attr_value_9,gemini_attr_key_9,gemini_attr_value_9,gemma_attr_key_9,gemma_attr_value_9,COUNT_MATCH,HIGH_COUNT,qmeans_vs_gemini_attr_1_key_match,qmeans_vs_gemini_attr_1_value_match,qmeans_vs_gemini_attr_2_key_match,qmeans_vs_gemini_attr_2_value_match,qmeans_vs_gemini_attr_3_key_match,qmeans_vs_gemini_attr_3_value_match,qmeans_vs_gemini_attr_4_key_match,qmeans_vs_gemini_attr_4_value_match,qmeans_vs_gemini_attr_5_key_match,qmeans_vs_gemini_attr_5_value_match,qmeans_vs_gemini_attr_6_key_match,qmeans_vs_gemini_attr_6_value_match,qmeans_vs_gemini_attr_7_key_match,qmeans_vs_gemini_attr_7_value_match,qmeans_vs_gemini_attr_8_key_match,qmeans_vs_gemini_attr_8_value_match,qmeans_vs_gemini_attr_9_key_match,qmeans_vs_gemini_attr_9_value_match,gemini_vs_qmeans_attr_1_key_match,gemini_vs_qmeans_attr_1_value_match,gemini_vs_qmeans_attr_2_key_match,gemini_vs_qmeans_attr_2_value_match,gemini_vs_qmeans_attr_3_key_match,gemini_vs_qmeans_attr_3_value_match,gemini_vs_qmeans_attr_4_key_match,gemini_vs_qmeans_attr_4_value_match,gemini_vs_qmeans_attr_5_key_match,gemini_vs_qmeans_attr_5_value_match,gemini_vs_qmeans_attr_6_key_match,gemini_vs_qmeans_attr_6_value_match,gemini_vs_qmeans_attr_7_key_match,gemini_vs_qmeans_attr_7_value_match,gemini_vs_qmeans_attr_8_key_match,gemini_vs_qmeans_attr_8_value_match,gemini_vs_qmeans_attr_9_key_match,gemini_vs_qmeans_attr_9_value_match,groundtruth_vs_qmeans_attr_1_key_match,groundtruth_vs_qmeans_attr_1_value_match,groundtruth_vs_qmeans_attr_2_key_match,groundtruth_vs_qmeans_attr_2_value_match,groundtruth_vs_qmeans_attr_3_key_match,groundtruth_vs_qmeans_attr_3_value_match,groundtruth_vs_qmeans_attr_4_key_match,groundtruth_vs_qmeans_attr_4_value_match,groundtruth_vs_qmeans_attr_5_key_match,groundtruth_vs_qmeans_attr_5_value_match,groundtruth_vs_qmeans_attr_6_key_match,groundtruth_vs_qmeans_attr_6_value_match,groundtruth_vs_qmeans_attr_7_key_match,groundtruth_vs_qmeans_attr_7_value_match,groundtruth_vs_qmeans_attr_8_key_match,groundtruth_vs_qmeans_attr_8_value_match,groundtruth_vs_qmeans_attr_9_key_match,groundtruth_vs_qmeans_attr_9_value_match,groundtruth_vs_gemini_attr_1_key_match,groundtruth_vs_gemini_attr_1_value_match,groundtruth_vs_gemini_attr_2_key_match,groundtruth_vs_gemini_attr_2_value_match,groundtruth_vs_gemini_attr_3_key_match,groundtruth_vs_gemini_attr_3_value_match,groundtruth_vs_gemini_attr_4_key_match,groundtruth_vs_gemini_attr_4_value_match,groundtruth_vs_gemini_attr_5_key_match,groundtruth_vs_gemini_attr_5_value_match,groundtruth_vs_gemini_attr_6_key_match,groundtruth_vs_gemini_attr_6_value_match,groundtruth_vs_gemini_attr_7_key_match,groundtruth_vs_gemini_attr_7_value_match,groundtruth_vs_gemini_attr_8_key_match,groundtruth_vs_gemini_attr_8_value_match,groundtruth_vs_gemini_attr_9_key_match,groundtruth_vs_gemini_attr_9_value_match,qmeans_vs_gemma_attr_1_key_match,qmeans_vs_gemma_attr_1_value_match,qmeans_vs_gemma_attr_2_key_match,qmeans_vs_gemma_attr_2_value_match,qmeans_vs_gemma_attr_3_key_match,qmeans_vs_gemma_attr_3_value_match,qmeans_vs_gemma_attr_4_key_match,qmeans_vs_gemma_attr_4_value_match,qmeans_vs_gemma_attr_5_key_match,qmeans_vs_gemma_attr_5_value_match,qmeans_vs_gemma_attr_6_key_match,qmeans_vs_gemma_attr_6_value_match,qmeans_vs_gemma_attr_7_key_match,qmeans_vs_gemma_attr_7_value_match,qmeans_vs_gemma_attr_8_key_match,qmeans_vs_gemma_attr_8_value_match,qmeans_vs_gemma_attr_9_key_match,qmeans_vs_gemma_attr_9_value_match,gemma_vs_qmeans_attr_1_key_match,gemma_vs_qmeans_attr_1_value_match,gemma_vs_qmeans_attr_2_key_match,gemma_vs_qmeans_attr_2_value_match,gemma_vs_qmeans_attr_3_key_match,gemma_vs_qmeans_attr_3_value_match,gemma_vs_qmeans_attr_4_key_match,gemma_vs_qmeans_attr_4_value_match,gemma_vs_qmeans_attr_5_key_match,gemma_vs_qmeans_attr_5_value_match,gemma_vs_qmeans_attr_6_key_match,gemma_vs_qmeans_attr_6_value_match,gemma_vs_qmeans_attr_7_key_match,gemma_vs_qmeans_attr_7_value_match,gemma_vs_qmeans_attr_8_key_match,gemma_vs_qmeans_attr_8_value_match,gemma_vs_qmeans_attr_9_key_match,gemma_vs_qmeans_attr_9_value_match,gemini_vs_gemma_attr_1_key_match,gemini_vs_gemma_attr_1_value_match,gemini_vs_gemma_attr_2_key_match,gemini_vs_gemma_attr_2_value_match,gemini_vs_gemma_attr_3_key_match,gemini_vs_gemma_attr_3_value_match,gemini_vs_gemma_attr_4_key_match,gemini_vs_gemma_attr_4_value_match,gemini_vs_gemma_attr_5_key_match,gemini_vs_gemma_attr_5_value_match,gemini_vs_gemma_attr_6_key_match,gemini_vs_gemma_attr_6_value_match,gemini_vs_gemma_attr_7_key_match,gemini_vs_gemma_attr_7_value_match,gemini_vs_gemma_attr_8_key_match,gemini_vs_gemma_attr_8_value_match,gemini_vs_gemma_attr_9_key_match,gemini_vs_gemma_attr_9_value_match,gemma_vs_gemini_attr_1_key_match,gemma_vs_gemini_attr_1_value_match,gemma_vs_gemini_attr_2_key_match,gemma_vs_gemini_attr_2_value_match,gemma_vs_gemini_attr_3_key_match,gemma_vs_gemini_attr_3_value_match,gemma_vs_gemini_attr_4_key_match,gemma_vs_gemini_attr_4_value_match,gemma_vs_gemini_attr_5_key_match,gemma_vs_gemini_attr_5_value_match,gemma_vs_gemini_attr_6_key_match,gemma_vs_gemini_attr_6_value_match,gemma_vs_gemini_attr_7_key_match,gemma_vs_gemini_attr_7_value_match,gemma_vs_gemini_attr_8_key_match,gemma_vs_gemini_attr_8_value_match,gemma_vs_gemini_attr_9_key_match,gemma_vs_gemini_attr_9_value_match,groundtruth_vs_gemma_attr_1_key_match,groundtruth_vs_gemma_attr_1_value_match,groundtruth_vs_gemma_attr_2_key_match,groundtruth_vs_gemma_attr_2_value_match,groundtruth_vs_gemma_attr_3_key_match,groundtruth_vs_gemma_attr_3_value_match,groundtruth_vs_gemma_attr_4_key_match,groundtruth_vs_gemma_attr_4_value_match,groundtruth_vs_gemma_attr_5_key_match,groundtruth_vs_gemma_attr_5_value_match,groundtruth_vs_gemma_attr_6_key_match,groundtruth_vs_gemma_attr_6_value_match,groundtruth_vs_gemma_attr_7_key_match,groundtruth_vs_gemma_attr_7_value_match,groundtruth_vs_gemma_attr_8_key_match,groundtruth_vs_gemma_attr_8_value_match,groundtruth_vs_gemma_attr_9_key_match,groundtruth_vs_gemma_attr_9_value_match
750 kg/hr fully automatic mother baby extruder,3,3,3,3,automation grade,fully automatic,capacity,750 kg/hr,product,mother baby extruder,,,,,,,,,,,,,automation grade,automatic,automation grade,fully automatic,depth,fully automatic,capacity,750 kg/hr,machine type,mother baby extruder,max_output_upvc_profile,750 kg/hr,type,extruder,production capacity,750 kg/hr,type,mother baby extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"qmeans,gemini,gemma",TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,
"industrial grade fully automatic metal recovery plant with single screw design, 10 kg/hr capacity, operating voltage 380 v, 3 phase, pvc body material",8,4,6,4,automation grade,fully automatic,body material,pvc,capacity,10 kg/hr,phase,3 phase,product,metal recovery plant,screw design,single screw,usage/application,industrial,voltage,380 v,,,automation grade,automatic,automation grade,fully automatic,flange_width,fully automatic,capacity,10 kg/hr,body material,pvc,material,industrial grade,material,pvc,phase,three phase,plant_type,metal recovery plant,usage,industrial,production capacity,10 kg/hr,screw_design,"with single screw design, 10 kg/hr capacity, operating voltage 380 v, 3 phase, pvc body material",,,usage/application,industrial,,,,,voltage,380 v,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,,FALSE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,,,,,,,,,,,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,
semi-automatic wpc extruder 220 v,3,4,2,3,automation grade,semi-automatic,product,wpc extruder,voltage,220 v,,,,,,,,,,,,,automation grade,semi-automatic,automation grade,semi automatic,automation_grade,semi-automatic,material,wpc,voltage,220 v,type,wpc extruder,type,extruder,,,voltage,220 v,voltage,220 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,FALSE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,FALSE,NA,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
5 tpd semi-automatic oil extraction plant 415 v single phase titanium body,6,6,5,6,automation grade,semi-automatic,body material,titanium,capacity,5 tpd,phase,single phase,product,oil extraction plant,voltage,415 v,,,,,,,capacity,5 tpd,automation grade,semi-automatic,automation_grade,semi-automatic,material,titanium,body material,titanium,capacity,5 tpd,operation type,semi-automatic,capacity,5 tpd,material,titanium body,phase,single phase,phase,single phase,phase,single phase,usage,oil extraction,voltage,415 v,product_type,oil extraction plant,voltage,415 v,,,voltage,415 v,,,,,,,,,,,,,,,,,,,FALSE,"qmeans,gemma",TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,
mother baby extruder 240 v 1 phase,3,3,3,3,phase,1 phase,product,mother baby extruder,voltage,240 v,,,,,,,,,,,,,phase,1 phase,phase,1 phase,phase,1 phase,type,extruder,type,mother baby extruder,type,mother baby extruder,voltage,240 v,voltage,240 v,voltage,240 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"qmeans,gemini,gemma",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
semi-automatic blown film extrusion machine 220 v,3,2,3,2,automation grade,semi-automatic,product,blown film extrusion machine,voltage,220 v,,,,,,,,,,,,,machine type,semi-automatic,automation grade,semi automatic,type,semi-automatic blown film extrusion machine,voltage,220 v,machine type,blown film extrusion machine,voltage,220 v,,,voltage,220 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
"automatic film extrusion machine for agricultural, capacity: 20 kg, power: 3 kw",5,2,3,3,automation grade,automatic,capacity,20 kg,power,3 kw,product,film extrusion machine,usage/application,agricultural,,,,,,,,,automation grade,automatic,automation grade,automatic,feature,"capacity: 20 kg, power: 3 kw",capacity,20 kg,capacity(kg),20 kg,type,automatic film extrusion machine,,,power,3 kw,usage,for agricultural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"gemini,gemma",TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,
"bitumen extractor machine specifications - brand: prism, capacity: 5 kg/hr, voltage: 415 v, phase: 1 phase, body material: mild steel, automation: fully automatic",7,3,5,2,automation grade,fully automatic,body material,mild steel,brand,prism,capacity,5 kg/hr,phase,1 phase,product,bitumen extractor,voltage,415 v,,,,,automation grade,automatic,automation grade,fully automatic,product_type,bitumen extractor,capacity,5 kg/hr,body material,mild steel,screw_design,"machine specifications - brand: prism, capacity: 5 kg/hr, voltage: 415 v, phase: 1 phase, body material: mild steel, automation: fully automatic",machine type,bitumen extractor,phase,1 phase,,,,,production capacity,5 kg/hr,,,,,voltage,415 v,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,
copper extraction plant,1,0,0,2,product,copper extraction plant,,,,,,,,,,,,,,,,,,,,,herbal,extraction plant,,,,,types_of_metal,copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,,,,,,,,,,,,,,,,,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,,,,,,,,,,,,,,,,
"plastic extruder - rajco make, 5 kg, cast iron, single phase",5,5,5,5,body material,cast iron,brand,rajco,capacity,5 kg,phase,single phase,product,plastic extruder,,,,,,,,,brand,rajco,body material,cast iron,brand_make,- rajco make,capacity,5 kg,brand,rajco,material,cast iron,material to be extruded,plastic,capacity(kg),5 kg,phase,single phase,phase,single phase,material to be extruded,plastic,steam_pressure,5 kg,type,extruder,phase,single phase,type,plastic extruder,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"qmeans,gemini,gemma",TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,FALSE,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,FALSE,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,
cable extruder,1,0,1,1,product,cable extruder,,,,,,,,,,,,,,,,,,,type,cable extruder,type,cable extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"gemini,gemma",,,,,,,,,,,,,,,,,,,FALSE,NA,,,,,,,,,,,,,,,,,FALSE,NA,,,,,,,,,,,,,,,,,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,FALSE,NA,,,,,,,,,,,,,,,,
pp multi layer extruder 1000 kg/hr capacity,3,4,2,3,body material,pp,capacity,1000 kg/hr,product,multi layer extruder,,,,,,,,,,,,,capacity,1000 kg/hr,body material,pp,capacity,1000 kg/hr capacity,layer,multi layer,production capacity,1000 kg/hr,machine_types,multi layer extruder,material,pp,,,material_versatility,pp,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,
"metal recovery plant for research use, 1 ton, 240 v, laxmi brand",5,3,4,4,brand,laxmi,capacity,1 ton,product,metal recovery plant,usage/application,research,voltage,240 v,,,,,,,,,brand,laxmi,brand,laxmi,machine_weight,use,capacity,1 ton,usage/application,industrial,usage,metal recovery,usage,research,voltage,240 v,use_application,plant for research,,,weight,1 ton,voltage,"1 ton, 240 v, laxmi brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"gemini,gemma",TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,FALSE,TRUE,TRUE,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,,,,,,,,
25 kg manual zinc recovery unit 415 v 1 phase hdpe body,6,6,5,6,automation grade,manual,body material,hdpe,capacity,25 kg,phase,1 phase,product,zinc recovery unit,voltage,415 v,,,,,,,automation grade,manual,automation grade,manual,capacity,25 kg,capacity,25 kg,body material,hdpe,feature,zinc recovery unit,material,hdpe,phase,1 phase,material_used,hdpe body,phase,1 phase,voltage,415 v,phase,1 phase,usage,zinc recovery,weight,25 kg,voltage,415 v,voltage,415 v,,,work_type,manual,,,,,,,,,,,,,,,,,,,FALSE,"qmeans,gemma",TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,
automatic hdpe hdpe extruder,3,3,0,3,automation grade,automatic,body material,hdpe,product,hdpe extruder,,,,,,,,,,,,,automation grade,automatic,,,automation_grade,automatic,material,hdpe hdpe,,,material_used,hdpe,type,extruder,,,type,hdpe extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"qmeans,gemma",FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,
multi layer extruder for pharmaceutical,2,3,2,2,product,multi layer extruder,usage/application,pharmaceutical,,,,,,,,,,,,,,,layer,multi layer,layer,multilayer,application,for pharmaceutical,type,extruder,usage/application,industrial,type,multi layer extruder,usage,pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,
