keyword,api_mcat_name,api_mcat_id,api_accuracy,trans_mcat_name,trans_mcat_id,trans_vs_api_id,trans_vs_api_name,unsloth_mcat_name,unsloth_mcat_id,unsloth_vs_api_id,unsloth_vs_api_name,trans_vs_unsloth_id,all_three_agree
l&t three phase motor starter,Motor Starter,33567,High,L&T DOL Starter,654303,DIFF,DIFF,3 Phase Motor Starter,226794,DIFF,DIFF,DIFF,NO
Servo Motor & Variac Motor,Servo Motor,448,High,Servo Motor,448,MATCH,MATCH,Servo Motor,448,MATCH,MATCH,MATCH,YES
Siemens Electric Motors 40 Hp,Siemens Electric Motor,184089,High,Siemens Electric Motor,184089,MATCH,MATCH,Siemens Electric Motor,184089,MATCH,MATCH,MATCH,YES
3 phase motor starter without oil automatic,3 Phase Motor Starter,226794,High,3 Phase Motor Starter,226794,MATCH,MATCH,3 Phase Motor Starter,226794,MATCH,MATCH,MATCH,YES
3 phase motor starter near jodhpur without oilautomatic,3 Phase Motor Starter,226794,High,3 Phase Motor Starter,226794,MATCH,MATCH,3 Phase Motor Starter,226794,MATCH,MATCH,MATCH,YES
HP400 Siemens Motor,Siemens Electric Motor,184089,High,Siemens Electric Motor,184089,MATCH,MATCH,Siemens Electric Motor,184089,MATCH,MATCH,MATCH,YES
Flange Motors,Flange Motors,6408,High,Flange Motors,6408,MATCH,MATCH,Flange Motors,6408,MATCH,MATCH,MATCH,YES
Sew Eurodrive CMP50M AC Synchronous Motor,Sew Eurodrive Servo Motors,203188,High,AC Synchronous Motor,45525,DIFF,DIFF,Synchronous Motor,18917,DIFF,DIFF,DIFF,NO
2 hp flange motor,Flange Motors,6408,High,Flange Motors,6408,MATCH,MATCH,Flange Motors,6408,MATCH,MATCH,MATCH,YES
3 phase motor starter oil free automatic,3 Phase Motor Starter,226794,High,3 Phase Motor Starter,226794,MATCH,MATCH,3 Phase Motor Starter,226794,MATCH,MATCH,MATCH,YES
3 phase motor starter near jodhpur oil freee automatic,3 Phase Motor Starter,226794,High,3 Phase Motor Starter,226794,MATCH,MATCH,3 Phase Motor Starter,226794,MATCH,MATCH,MATCH,YES
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,ABB Electric Motor,181114,High,Three Phase Electric Motor,52930,DIFF,DIFF,Three Phase Electric Motor,52930,DIFF,DIFF,MATCH,NO
bonfiglioli brake motor,Brake Motors,21078,High,Brake Motors,21078,MATCH,MATCH,Bonfiglioli Motors,193155,DIFF,DIFF,DIFF,NO
1 piece ABB Soft Starters,ABB Soft Starters,220182,High,ABB Soft Starters,220182,MATCH,MATCH,ABB Soft Starters,220182,MATCH,MATCH,MATCH,YES
kenstar desert air cooler motor,Kenstar Air Cooler,178783,Medium,Kenstar Cooler Motor,658622,DIFF,DIFF,Kenstar Cooler Motor,658622,DIFF,DIFF,MATCH,NO
Marathon 1hp motor single phase,Marathon Electric Motor,181116,Medium,Marathon Electric Motor,181116,MATCH,MATCH,Marathon Electric Motor,181116,MATCH,MATCH,MATCH,YES
Make - Marathon 1hp motor single phase,Single Phase Motors,9484,Medium,Marathon Electric Motor,181116,DIFF,DIFF,Marathon Electric Motor,181116,DIFF,DIFF,MATCH,NO
Vibro Sifter Motor,Vibration Motor,2743,High,Vibration Motor,2743,MATCH,MATCH,Vibration Motor,2743,MATCH,MATCH,MATCH,YES
kirloskar electric motor 10 hp 960 rpm,Kirloskar Electric Motor,185261,High,Kirloskar Electric Motor,185261,MATCH,MATCH,Kirloskar Electric Motor,185261,MATCH,MATCH,MATCH,YES
desert cooler motor,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
Exhaust Fan Motor,Exhaust Fan Motor,28080,High,Exhaust Fan Motor,28080,MATCH,MATCH,Exhaust Fan Motor,28080,MATCH,MATCH,MATCH,YES
nord gearbox spares,Gearbox Parts,11957,High,Gearbox Spare Parts,150206,DIFF,DIFF,Gearbox Spare Parts,177394,DIFF,DIFF,DIFF,NO
MGM Varvel Brake Motor,Brake Motors,21078,High,Brake Motors,21078,MATCH,MATCH,Brake Motors,21078,MATCH,MATCH,MATCH,YES
AC Electric Motor,AC Motor,444,High,AC Motor,444,MATCH,MATCH,AC Motor,444,MATCH,MATCH,MATCH,YES
Motor Starter .,Motor Starter,33567,High,Motor Starter,33567,MATCH,MATCH,Motor Starter,33567,MATCH,MATCH,MATCH,YES
c&s dol starter 15hp,DOL Starter,26266,High,DOL Starter,26266,MATCH,MATCH,DOL Starter,26266,MATCH,MATCH,MATCH,YES
c&s dol starter 15hp near delhi,DOL Starter,26266,High,DOL Starter,26266,MATCH,MATCH,DOL Starter,26266,MATCH,MATCH,MATCH,YES
10w deep freezer motor,Refrigerator Motor,186074,High,Freezer Motor,186079,DIFF,DIFF,Freezer Motors,177394,DIFF,DIFF,DIFF,NO
bell crack assembly,Bell Housing,136623,Medium,Bell Housing,136623,MATCH,MATCH,Bell Housing,136623,MATCH,MATCH,MATCH,YES
Simensh Hp400 Rpm1440,Siemens Electric Motor,184089,Medium,Siemens Electric Motor,184089,MATCH,MATCH,Siemens Electric Motor,184089,MATCH,MATCH,MATCH,YES
StarDental Starter,Star Delta Starter,653300,High,Starters,7853,DIFF,DIFF,Starters,7853,DIFF,DIFF,MATCH,NO
Start Dental Starter,Starters,7853,Medium,Dental Equipment,188856,DIFF,DIFF,Motor Starter,33567,DIFF,DIFF,DIFF,NO
Explosion Proof Electric Motor,Explosion Proof Motors,28119,High,Explosion Proof Motors,28119,MATCH,MATCH,Explosion Proof Motors,28119,MATCH,MATCH,MATCH,YES
Industrial dc motor,DC Motor,445,High,DC Motor,445,MATCH,MATCH,DC Motor,445,MATCH,MATCH,MATCH,YES
High Torque Square Geared Motor,Torque Motor,19705,High,High Torque Motor,30394,DIFF,DIFF,High Torque Motor,30394,DIFF,DIFF,MATCH,NO
सर्वो मोटर सप्लायर,Servo Motor,448,High,AC Servo Motor,14970,DIFF,DIFF,AC Servo Motor,14970,DIFF,DIFF,MATCH,NO
borewell 2h starter,Motor Starter,33567,High,Motor Starter,33567,MATCH,MATCH,Motor Starter,33567,MATCH,MATCH,MATCH,YES
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
Crompton Induction Motors,Crompton Induction Motors,203369,High,Crompton Induction Motors,203369,MATCH,MATCH,Crompton Induction Motors,203369,MATCH,MATCH,MATCH,YES
nema 17 0.9 degree,Stepper Motor,18794,High,Stepper Motor,18794,MATCH,MATCH,Stepper Motor,18794,MATCH,MATCH,MATCH,YES
ABB Auto- Lek Ail 94022 A Solenoid Switch,Solenoid Switches,7646,High,Starter Solenoid Switches,7852,DIFF,DIFF,Starter Solenoid Switches,7852,DIFF,DIFF,MATCH,NO
Three phase,Three Phase Electric Motor,52930,Medium,Three Phase Motor,2415,DIFF,DIFF,Three Phase Motor,2415,DIFF,DIFF,MATCH,NO
nema 17 0.9 degree 22mm lenth,Hybrid Stepper Motor,15599,Medium,Stepper Motor,18794,DIFF,DIFF,Stepper Motor,18794,DIFF,DIFF,MATCH,NO
New Series Allen Bradley Soft Starter,Allen Bradley Soft Starters,220186,High,Allen Bradley Soft Starters,220186,MATCH,MATCH,Allen Bradley Soft Starters,220186,MATCH,MATCH,MATCH,YES
1 for business use piece ABB Soft Starters,ABB Soft Starters,220182,High,ABB Soft Starters,220182,MATCH,MATCH,ABB Soft Starters,220182,MATCH,MATCH,MATCH,YES
bolero ac motor,AC Motor,444,High,AC Motor,444,MATCH,MATCH,Single Phase Motors,9484,DIFF,DIFF,DIFF,NO
150c43nbd smc3 soft starter,Allen Bradley Soft Starters,220186,High,Soft Starters,12256,DIFF,DIFF,Soft Starters,12256,DIFF,DIFF,MATCH,NO
lt mk1 dol motor starter,L&T DOL Starter,654303,High,DOL Starter,26266,DIFF,DIFF,DOL Starter,26266,DIFF,DIFF,MATCH,NO
Eaton Orbital Motor,Orbital Motor,52919,High,Orbital Motor,52919,MATCH,MATCH,Orbital Motor,52919,MATCH,MATCH,MATCH,YES
automatic gate motor,Automatic Door Motor,52891,High,Electric Sliding Gate Motor,52905,DIFF,DIFF,Electric Sliding Gate Motor,52905,DIFF,DIFF,MATCH,NO
Door Motor .,Door Motor,52902,High,Door Motor,52902,MATCH,MATCH,Door Motor,52902,MATCH,MATCH,MATCH,YES
23a paramoon motor starter,3 Phase Motor Starter,226794,High,Motor Starter,33567,DIFF,DIFF,Motor Starter,33567,DIFF,DIFF,MATCH,NO
electrical motor for boats,Electric Motor,1274,High,Boat Motor,184089,DIFF,DIFF,DC Motor,445,DIFF,DIFF,DIFF,NO
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
Absolute Shaft Encoder,Absolute Encoders,21534,High,Shaft Encoder,44166,DIFF,DIFF,Shaft Encoder,44166,DIFF,DIFF,MATCH,NO
Permanent Magnet. tech,Permanent Magnet Motor,1275,Medium,Permanent Magnet Motor,1275,MATCH,MATCH,Permanent Magnet Motor,1275,MATCH,MATCH,MATCH,YES
INVT Servo Motor,Servo Motor,448,High,AC Servo Motor,14970,DIFF,DIFF,AC Servo Motor,14970,DIFF,DIFF,MATCH,NO
1.5 KW Halcyon Three Phase Induction Motor,Three Phase Induction Motor,131725,High,Three Phase Induction Motor,131725,MATCH,MATCH,Three Phase Induction Motor,131725,MATCH,MATCH,MATCH,YES
5 sliding piece 800 kg Gate Motor,Electric Sliding Gate Motor,52905,High,Electric Sliding Gate Motor,52905,MATCH,MATCH,Electric Sliding Gate Motor,52905,MATCH,MATCH,MATCH,YES
Synchronous Transformer,Synchronous Motor,18917,High,Single Phase AC Synchronous Motor,19219,DIFF,DIFF,Synchronous Motor,19685,DIFF,MATCH,DIFF,NO
FHP Motor,FHP Motor,446,High,FHP Motor,446,MATCH,MATCH,FHP Motor,446,MATCH,MATCH,MATCH,YES
5HP Single Phase Buffing Machine Motor,Polisher Motor,106938,High,Three Phase Electric Motor,52930,DIFF,DIFF,Single Phase Motors,9484,DIFF,DIFF,DIFF,NO
Motor Brakes,Motor Brakes,33323,High,Motor Brakes,33323,MATCH,MATCH,Motor Brakes,33323,MATCH,MATCH,MATCH,YES
1hp three phase ac vibration motor,Vibration Motor,2743,High,Concrete Vibrator Motor,184082,DIFF,DIFF,Vibration Motor,2743,MATCH,MATCH,DIFF,NO
Explosion Proof Motors,Explosion Proof Motors,28119,High,Explosion Proof Motors,28119,MATCH,MATCH,Explosion Proof Motors,28119,MATCH,MATCH,MATCH,YES
Aei/Marathon Motor Brush Holder,Carbon Brush Holder,55772,High,Carbon Brush Holder,55772,MATCH,MATCH,Carbon Brush Holder,55772,MATCH,MATCH,MATCH,YES
75 Hp Induction Motor,Induction Motors,10971,High,Induction Motors,10971,MATCH,MATCH,Induction Motors,10971,MATCH,MATCH,MATCH,YES
Squirrel Cage Motors,Squirrel Cage Motors,38675,High,Squirrel Cage Motors,38675,MATCH,MATCH,Squirrel Cage Motors,38675,MATCH,MATCH,MATCH,YES
Pneumatic Diaphragm Actuator,Pneumatic Diaphragm Actuator,183588,High,Pneumatic Diaphragm Actuator,183588,MATCH,MATCH,Pneumatic Diaphragm Actuator,183587,DIFF,MATCH,DIFF,NO
3 phase motor starter oil free,3 Phase Motor Starter,226794,High,3 Phase Motor Starter,226794,MATCH,MATCH,3 Phase Motor Starter,226794,MATCH,MATCH,MATCH,YES
3 phase motor starter near jodhpur oil free,3 Phase Motor Starter,226794,High,3 Phase Motor Starter,226794,MATCH,MATCH,3 Phase Motor Starter,226794,MATCH,MATCH,MATCH,YES
12 Inch 3000W Scooter Brushless DC Wheel Hub Motor Controller,Brushless DC Motor,15240,Medium,Hub Motor,30337,DIFF,DIFF,Hub Motor,65116,DIFF,DIFF,DIFF,NO
helical geared motor 2hp,Helical Geared Motor,43308,High,Helical Geared Motor,43308,MATCH,MATCH,Helical Geared Motor,43308,MATCH,MATCH,MATCH,YES
helical geared motor 2hp near hyderabad,Helical Geared Motor,43308,High,Helical Geared Motor,43308,MATCH,MATCH,Helical Geared Motor,43308,MATCH,MATCH,MATCH,YES
deep electricals vibrator motor,Vibration Motor,2743,High,Vibration Motor,2743,MATCH,MATCH,Vibration Motor,2743,MATCH,MATCH,MATCH,YES
Single Phase Digital Motor Starter,Single Phase Motor Starter,226793,High,Motor Starter,33567,DIFF,DIFF,Single Phase Motor Starter,226793,MATCH,MATCH,DIFF,NO
motor starter spark,Motor Starter,33567,Medium,Motor Starter,33567,MATCH,MATCH,Motor Starter,33567,MATCH,MATCH,MATCH,YES
Copper Carbon Brush For Slipring Motor,Carbon Brush,903,High,Carbon Brush,903,MATCH,MATCH,Carbon Brush,903,MATCH,MATCH,MATCH,YES
750 rpm 1 0.18 kw marathon electric motor,Marathon Electric Motor,181116,High,Marathon Electric Motor,181116,MATCH,MATCH,Marathon Electric Motor,181116,MATCH,MATCH,MATCH,YES
Moving Magnetic Linear Motor,Linear Motor,17163,High,Linear Motor,17163,MATCH,MATCH,Linear Motor,17163,MATCH,MATCH,MATCH,YES
Abb Used Ac Motors,ABB Electric Motor,181114,High,Used AC Motor,131724,DIFF,DIFF,Used AC Motor,178664,DIFF,DIFF,DIFF,NO
5 In 1 Magic Brush,Electric Brushes,108128,High,Electric Brushes,108128,MATCH,MATCH,Electric Brushes,108128,MATCH,MATCH,MATCH,YES
Bonfiglioli A Series Gear Motor,Bonfiglioli Geared Motor,193153,High,Bonfiglioli Geared Motor,193153,MATCH,MATCH,Bonfiglioli Geared Motor,193153,MATCH,MATCH,MATCH,YES
Industrial Electric Motor,Industrial Motors,52915,High,Industrial Motors,52915,MATCH,MATCH,Industrial Motors,52915,MATCH,MATCH,MATCH,YES
High Speed Motor,High Speed Motor,30367,High,High Speed Motor,30367,MATCH,MATCH,High Speed Motor,30367,MATCH,MATCH,MATCH,YES
7.5 kw 10 hp havells induction motor,Havells Induction Motors,203370,High,Havells Induction Motors,203370,MATCH,MATCH,Havells Induction Motors,203374,DIFF,MATCH,DIFF,NO
Industrial%20Motors,Industrial Motors,52915,High,Industrial Motors,52915,MATCH,MATCH,Industrial Motors,52915,MATCH,MATCH,MATCH,YES
Industrial%20Electric Motor,Industrial Motors,52915,High,Industrial Motors,52915,MATCH,MATCH,Industrial Motors,52915,MATCH,MATCH,MATCH,YES
SIMOTICS 1FK7 1FK7043-4CH7 MOTER 1.2kW,Siemens Servo Motors,184102,High,AC Servo Motor,14970,DIFF,DIFF,Siemens Servo Motors,184102,MATCH,MATCH,DIFF,NO
electric motorized actuator,Motorized Actuators,167393,High,Electric Actuator,27216,DIFF,DIFF,Electric Actuator,27216,DIFF,DIFF,MATCH,NO
armature of stanley sc-16,Stanley Power Saw,203985,High,Armature,25,DIFF,DIFF,Armature,25,DIFF,DIFF,MATCH,NO
high power dc water motors project,DC Motor,445,Medium,Air Conditioner Motor,186009,DIFF,DIFF,High Voltage Motor,177165,DIFF,DIFF,DIFF,NO
high power dc water motors for project near badlapur,DC Motor,445,Medium,Water Motor,190484,DIFF,DIFF,DC Motor,445,MATCH,MATCH,DIFF,NO
150HP 960 RPM ELECTRIC MOTOR,Electric Motor,1274,High,Three Phase Electric Motor,52930,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,DIFF,NO
30HP 960 RPM ELECTRIC MOTOR,Electric Motor,1274,High,Three Phase Electric Motor,52930,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,DIFF,NO
600 kg sliding gate motor,Electric Sliding Gate Motor,52905,High,Electric Sliding Gate Motor,52905,MATCH,MATCH,Gate Motor,29337,DIFF,DIFF,DIFF,NO
75HP Face Mounted Motor Marathon,Face Mounted Motor,145548,High,Marathon Electric Motor,181116,DIFF,DIFF,Face Mounted Motor,177394,DIFF,MATCH,DIFF,NO
high power dc motors,DC Motor,445,High,DC Motor,445,MATCH,MATCH,High Power DC Motor,216767,DIFF,DIFF,DIFF,NO
Switch Reluctance Motor,Reluctance Motors,36192,High,Reluctance Motors,36192,MATCH,MATCH,Reluctance Motors,36192,MATCH,MATCH,MATCH,YES
Tower Fan Motor,Tower Fan Motor,443716,High,Tower Fan Motor,443716,MATCH,MATCH,Tower Fan Motor,443716,MATCH,MATCH,MATCH,YES
315 KW 1450 RPM ELECTEIC MOTOR,Electric Motor,1274,High,Three Phase Electric Motor,52930,DIFF,DIFF,Three Phase Electric Motor,52930,DIFF,DIFF,MATCH,NO
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1QB1,Siemens Synchronous Motor,203373,High,Synchronous Motor,18917,DIFF,DIFF,Synchronous Motor,18917,DIFF,DIFF,MATCH,NO
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RH1,Siemens Synchronous Motor,203373,Medium,Synchronous Motor,18917,DIFF,DIFF,Synchronous Motor,18917,DIFF,DIFF,MATCH,NO
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,Brake Motors,21078,High,Brake Motors,21078,MATCH,MATCH,Brake Motors,21078,MATCH,MATCH,MATCH,YES
3 HP 3 Phase Induction Motor 100%copper Winding,Three Phase Motor,2415,High,Three Phase Induction Motor,131725,DIFF,DIFF,Three Phase Induction Motor,131725,DIFF,DIFF,MATCH,NO
Refrigerator Motor,Refrigerator Motor,186074,High,Refrigerator Motor,186074,MATCH,MATCH,Refrigerator Motor,186074,MATCH,MATCH,MATCH,YES
220hp 960 rpm ELECTRIC MOTOR,Electric Motor,1274,High,Three Phase Electric Motor,52930,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,DIFF,NO
SIMOTICS S synchronous motor 1FK7- 1FK7103-3BC71-1QA1,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
SIMOTICS S Synchronous motor 1FK7 1FK7103-2AC71-1RH1,Siemens Servo Motors,184102,Medium,Siemens Servo Motors,184102,MATCH,MATCH,Synchronous Motor,18917,DIFF,DIFF,DIFF,NO
Face Mounted Motor marathon 75hp,Face Mounted Motor,145548,High,Marathon Electric Motor,181116,DIFF,DIFF,Marathon Electric Motor,181116,DIFF,DIFF,MATCH,NO
Solenoid Switches,Solenoid Switches,7646,High,Solenoid Switches,7646,MATCH,MATCH,Solenoid Switches,7646,MATCH,MATCH,MATCH,YES
Linear Motor,Linear Motor,17163,High,Linear Motor,17163,MATCH,MATCH,Linear Motor,17163,MATCH,MATCH,MATCH,YES
200KW Flange Induction Motor,Three Phase Induction Motor,131725,Medium,Induction Motors,10971,DIFF,DIFF,Induction Motors,10971,DIFF,DIFF,MATCH,NO
valve positioner,Valve Positioners,40629,High,Valve Positioners,40629,MATCH,MATCH,Valve Positioners,40629,MATCH,MATCH,MATCH,YES
rotex positioner,Electro Pneumatic Valve Positioner,147007,High,Valve Positioners,40629,DIFF,DIFF,Valve Positioners,40629,DIFF,DIFF,MATCH,NO
AC Slip Ring Induction Motor,Slip Ring Motor,37228,High,Slip Ring Motor,37228,MATCH,MATCH,Slip Ring Motor,37228,MATCH,MATCH,MATCH,YES
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,Single Phase Electric Motor,52927,High,Single Phase Electric Motor,52927,MATCH,MATCH,Single Phase Electric Motor,52927,MATCH,MATCH,MATCH,YES
Crompton  1.5HP 2800RPM  Foot Mounted Motor,Foot Mounted Motor,177266,High,Crompton Greaves Motor,126348,DIFF,DIFF,Foot Mounted Motor,177266,MATCH,MATCH,DIFF,NO
Vending machine parts geair motor DC,Vending Machine Motor,132955,High,DC Geared Motor,25556,DIFF,DIFF,DC Geared Motor,25556,DIFF,DIFF,MATCH,NO
15 hp motor,Electric Motor,1274,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
VSI motor,Diesel Engine,487,Medium,Vertical Shaft Motor,36966,DIFF,DIFF,Vane Type Air Motors,84523,DIFF,DIFF,DIFF,NO
Indo Cooler Motor Silver line,Indo Cooler Motor,658623,High,Cooler Motor,52897,DIFF,DIFF,Cooler Motor,52897,DIFF,DIFF,MATCH,NO
motor for toto,Electric Motor,1274,High,Air Conditioner Motor,186009,DIFF,DIFF,Replacement Motors,52891,DIFF,DIFF,DIFF,NO
Motor Lamination V-4,Motor Lamination,33557,High,Motor Iron Core,12273,DIFF,DIFF,Motor Parts,150022,DIFF,DIFF,DIFF,NO
DANFOSS ACTUATOR AME435,Danfoss Actuators,208001,High, dévou  Actuators,4423,DIFF,DIFF,Danfoss Actuators,208001,MATCH,MATCH,DIFF,NO
grinding-motor,Grinding Motor,167613,High,Grinding Motor,167613,MATCH,MATCH,Grinding Motor,106938,DIFF,MATCH,DIFF,NO
50 n 100 mm linear motor,Linear Motor,17163,High,Linear Motor,17163,MATCH,MATCH,Linear Motor,17163,MATCH,MATCH,MATCH,YES
Toy motor 3v,Toy Motor,39979,High,Toy Motor,39979,MATCH,MATCH,Toy Motor,39979,MATCH,MATCH,MATCH,YES
100 mm linear motor,Linear Motor,17163,High,Linear Motor,17163,MATCH,MATCH,Linear Motor,17163,MATCH,MATCH,MATCH,YES
Crompton Greaves 15HP 960RPM  Foot Mounted  Motor,Crompton Greaves Motor,126348,High,Crompton Greaves Motor,126348,MATCH,MATCH,Crompton Greaves Motor,126348,MATCH,MATCH,MATCH,YES
Crompton  2HP  2800RPM Flange Floor  Mounted  Motor,Flange Motors,6408,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
solenoid switch parts,Switch Parts,69481,High,Solenoid Switch Accessories,167466,DIFF,DIFF,Solenoid Switch Parts,132955,DIFF,DIFF,DIFF,NO
Crompton  1 HP Mini Sergeant Motor,Crompton Greaves Motor,126348,High,Single Phase Motors,9484,DIFF,DIFF,Crompton Motors,446133,DIFF,DIFF,DIFF,NO
1450 Rpm 1 Hp Motor Cg Make,Crompton Greaves Motor,126348,High,Three Phase Induction Motor,131725,DIFF,DIFF,Three Phase Induction Motor,131725,DIFF,DIFF,MATCH,NO
Motor Lamination V-4,Motor Lamination,33557,High,Motor Iron Core,12273,DIFF,DIFF,Motor Parts,150022,DIFF,DIFF,DIFF,NO
Crompton  3HP 1440RPM  Foot Cum Flange Motor,Flange Motors,6408,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
Stepper Motor Controller,Stepper Motor Controller,13374,High,Stepper Motor Controller,13374,MATCH,MATCH,Stepper Motor Controller,13374,MATCH,MATCH,MATCH,YES
kirloskar 10 hp 1440 rpm original motor,Kirloskar Electric Motor,185261,High,Kirloskar Electric Motor,185261,MATCH,MATCH,Kirloskar Electric Motor,185261,MATCH,MATCH,MATCH,YES
Single Phase Flange Mounted,Flange Motors,6408,High,Flange Motors,6408,MATCH,MATCH,Flange Motors,6408,MATCH,MATCH,MATCH,YES
PANASONIC MOTOR,Panasonic AC Motor,206269,High,Panasonic AC Servo Motor,187161,DIFF,DIFF,Panasonic AC Servo Motor,187161,DIFF,DIFF,MATCH,NO
Worm Gearbox Motors,Worm Geared Motor,41500,High,Worm Geared Motor,41500,MATCH,MATCH,Worm Geared Motor,41500,MATCH,MATCH,MATCH,YES
Piston Nebulizer Motor,Nebulizer Motor,652872,High,Pneumatic Motor,18228,DIFF,DIFF,Piston Motor,105415,DIFF,DIFF,DIFF,NO
Motor Lamination V-6,V6 Submersible Pump,182047,Medium,Motor Iron Core,12273,DIFF,DIFF,Motor Parts,150022,DIFF,DIFF,DIFF,NO
Crompton 2HP  Flange Mounted  Motor,Flange Motors,6408,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
mgm brake motors,Brake Motors,21078,High,Brake Motors,21078,MATCH,MATCH,Brake Motors,21078,MATCH,MATCH,MATCH,YES
Crompton Single Phase 0.5 HP Flange Motor,Crompton Motors,446133,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
CG Make 1hp 1440 rpm Flange Mounted Brake Motor,Brake Motors,21078,High,Brake Motors,21078,MATCH,MATCH,Brake Motors,21078,MATCH,MATCH,MATCH,YES
200HP Abb Induction Motor,ABB Induction Motor,193239,High,ABB Induction Motor,193239,MATCH,MATCH,ABB Induction Motor,193239,MATCH,MATCH,MATCH,YES
2800 rpm foot mounted abb electric motor,ABB Electric Motor,181114,High,Foot Mounted Motor,177266,DIFF,DIFF,ABB Electric Motor,181114,MATCH,MATCH,DIFF,NO
Flameproof Dol Starter,DOL Starter,26266,High,DOL Starter,26266,MATCH,MATCH,DOL Starter,26266,MATCH,MATCH,MATCH,YES
Micromotor,DC Micro Motors,25372,High,Micromotor,167393,DIFF,DIFF,DC Micromotors,25372,MATCH,DIFF,DIFF,NO
75 kw 100 hp induction motor,Induction Motors,10971,High,Induction Motors,10971,MATCH,MATCH,Induction Motors,10971,MATCH,MATCH,MATCH,YES
20hp Abb Induction Motor,ABB Induction Motor,193239,High,ABB Induction Motor,193239,MATCH,MATCH,ABB Induction Motor,193239,MATCH,MATCH,MATCH,YES
0.25 HP 1440RPM  Ft  Single Phase Double Shaft Motor,Double Shaft Motor,139590,High,Double Shaft Motor,139590,MATCH,MATCH,Double Shaft Motor,139590,MATCH,MATCH,MATCH,YES
Non Electric Motor,Electric Motor,1274,High,Non-Electric Motor,52915,DIFF,DIFF,Non-Electric Motor,21680,DIFF,DIFF,DIFF,NO
crompton greaves motor kv ka motor dikhlayiye,Crompton Greaves Motor,126348,High,Crompton Greaves Motor,126348,MATCH,MATCH,Crompton Greaves Motor,126348,MATCH,MATCH,MATCH,YES
2800  rpm 4 foot  mounted abb electric motor,ABB Electric Motor,181114,High,ABB Electric Motor,181114,MATCH,MATCH,ABB Electric Motor,181114,MATCH,MATCH,MATCH,YES
2800  rpm 4 abb electric motor,ABB Electric Motor,181114,High,ABB Electric Motor,181114,MATCH,MATCH,ABB Electric Motor,181114,MATCH,MATCH,MATCH,YES
1 HP Texmo Taro Single Phase Motor Starter,Single Phase Motor Starter,226793,High,Single Phase Motor Starter,226793,MATCH,MATCH,Single Phase Motor Starter,226793,MATCH,MATCH,MATCH,YES
Nebulizer Compressor Motor,Nebulizer Motor,652872,High,Compressor Motor,186074,DIFF,DIFF,Nebulizer Motor,184102,DIFF,MATCH,DIFF,NO
0.75 KW Godrej 1158 1HP Electric Motor,Godrej Lawkim Ac Motors,206364,High,Godrej Electric Motor,189841,DIFF,DIFF,Godrej Electric Motor,206364,MATCH,DIFF,DIFF,NO
gec 10 hp 960 rpm industrial motors,Industrial Motors,52915,High,Industrial Motors,52915,MATCH,MATCH,Three Phase Motor,2415,DIFF,DIFF,DIFF,NO
Linear Actuator Switch,Actuator Selector Switches,69998,High,Linear Actuator Switch,178548,DIFF,DIFF,Motor Automatic Switch,140407,DIFF,DIFF,DIFF,NO
730 Frame Slipring Induction Motor,Slip Ring Motor,37228,High,Slip Ring Motor,37228,MATCH,MATCH,Slip Ring Motor,37228,MATCH,MATCH,MATCH,YES
noortepar manufacturing plant,TEFC Motor,2999,Medium,,,DIFF,DIFF,Motor,6652,DIFF,DIFF,DIFF,NO
TEFC Motor,TEFC Motor,2999,High,TEFC Motor,2999,MATCH,MATCH,TEFC Motor,2999,MATCH,MATCH,MATCH,YES
