query,ground_truth_count,qmeans_attr_count,gemini_attr_count,groundtruth_attr_key_1,groundtruth_attr_value_1,groundtruth_attr_key_2,groundtruth_attr_value_2,groundtruth_attr_key_3,groundtruth_attr_value_3,groundtruth_attr_key_4,groundtruth_attr_value_4,groundtruth_attr_key_5,groundtruth_attr_value_5,groundtruth_attr_key_6,groundtruth_attr_value_6,groundtruth_attr_key_7,groundtruth_attr_value_7,groundtruth_attr_key_8,groundtruth_attr_value_8,groundtruth_attr_key_9,groundtruth_attr_value_9,qmeans_attr_key_1,qmeans_attr_value_1,gemini_attr_key_1,gemini_attr_value_1,qmeans_attr_key_2,qmeans_attr_value_2,gemini_attr_key_2,gemini_attr_value_2,qmeans_attr_key_3,qmeans_attr_value_3,gemini_attr_key_3,gemini_attr_value_3,qmeans_attr_key_4,qmeans_attr_value_4,gemini_attr_key_4,gemini_attr_value_4,qmeans_attr_key_5,qmeans_attr_value_5,gemini_attr_key_5,gemini_attr_value_5,qmeans_attr_key_6,qmeans_attr_value_6,gemini_attr_key_6,gemini_attr_value_6,qmeans_attr_key_7,qmeans_attr_value_7,gemini_attr_key_7,gemini_attr_value_7,qmeans_attr_key_8,qmeans_attr_value_8,gemini_attr_key_8,gemini_attr_value_8,qmeans_attr_key_9,qmeans_attr_value_9,gemini_attr_key_9,gemini_attr_value_9,COUNT_MATCH,HIGH_COUNT,qmeans_vs_gemini_attr_1_key_match,qmeans_vs_gemini_attr_1_value_match,qmeans_vs_gemini_attr_2_key_match,qmeans_vs_gemini_attr_2_value_match,qmeans_vs_gemini_attr_3_key_match,qmeans_vs_gemini_attr_3_value_match,qmeans_vs_gemini_attr_4_key_match,qmeans_vs_gemini_attr_4_value_match,qmeans_vs_gemini_attr_5_key_match,qmeans_vs_gemini_attr_5_value_match,qmeans_vs_gemini_attr_6_key_match,qmeans_vs_gemini_attr_6_value_match,qmeans_vs_gemini_attr_7_key_match,qmeans_vs_gemini_attr_7_value_match,qmeans_vs_gemini_attr_8_key_match,qmeans_vs_gemini_attr_8_value_match,qmeans_vs_gemini_attr_9_key_match,qmeans_vs_gemini_attr_9_value_match,gemini_vs_qmeans_attr_1_key_match,gemini_vs_qmeans_attr_1_value_match,gemini_vs_qmeans_attr_2_key_match,gemini_vs_qmeans_attr_2_value_match,gemini_vs_qmeans_attr_3_key_match,gemini_vs_qmeans_attr_3_value_match,gemini_vs_qmeans_attr_4_key_match,gemini_vs_qmeans_attr_4_value_match,gemini_vs_qmeans_attr_5_key_match,gemini_vs_qmeans_attr_5_value_match,gemini_vs_qmeans_attr_6_key_match,gemini_vs_qmeans_attr_6_value_match,gemini_vs_qmeans_attr_7_key_match,gemini_vs_qmeans_attr_7_value_match,gemini_vs_qmeans_attr_8_key_match,gemini_vs_qmeans_attr_8_value_match,gemini_vs_qmeans_attr_9_key_match,gemini_vs_qmeans_attr_9_value_match,groundtruth_vs_qmeans_attr_1_key_match,groundtruth_vs_qmeans_attr_1_value_match,groundtruth_vs_qmeans_attr_2_key_match,groundtruth_vs_qmeans_attr_2_value_match,groundtruth_vs_qmeans_attr_3_key_match,groundtruth_vs_qmeans_attr_3_value_match,groundtruth_vs_qmeans_attr_4_key_match,groundtruth_vs_qmeans_attr_4_value_match,groundtruth_vs_qmeans_attr_5_key_match,groundtruth_vs_qmeans_attr_5_value_match,groundtruth_vs_qmeans_attr_6_key_match,groundtruth_vs_qmeans_attr_6_value_match,groundtruth_vs_qmeans_attr_7_key_match,groundtruth_vs_qmeans_attr_7_value_match,groundtruth_vs_qmeans_attr_8_key_match,groundtruth_vs_qmeans_attr_8_value_match,groundtruth_vs_qmeans_attr_9_key_match,groundtruth_vs_qmeans_attr_9_value_match,groundtruth_vs_gemini_attr_1_key_match,groundtruth_vs_gemini_attr_1_value_match,groundtruth_vs_gemini_attr_2_key_match,groundtruth_vs_gemini_attr_2_value_match,groundtruth_vs_gemini_attr_3_key_match,groundtruth_vs_gemini_attr_3_value_match,groundtruth_vs_gemini_attr_4_key_match,groundtruth_vs_gemini_attr_4_value_match,groundtruth_vs_gemini_attr_5_key_match,groundtruth_vs_gemini_attr_5_value_match,groundtruth_vs_gemini_attr_6_key_match,groundtruth_vs_gemini_attr_6_value_match,groundtruth_vs_gemini_attr_7_key_match,groundtruth_vs_gemini_attr_7_value_match,groundtruth_vs_gemini_attr_8_key_match,groundtruth_vs_gemini_attr_8_value_match,groundtruth_vs_gemini_attr_9_key_match,groundtruth_vs_gemini_attr_9_value_match
"automatic zinc recovery unit for plastic processing, capacity: 10 kg, power: 3 hp",5,2,3,automation grade,automatic,capacity,10 kg,power,3 hp,product,zinc recovery unit,usage/application,plastic processing,,,,,,,,,automation grade,automatic,automation grade,automatic,capacity,10 kg,capacity(kg,10 kg,,,motor power,3 hp,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,
"aluminium extrusion plant machine specifications - brand: mahindra, capacity: 500 kg/hr, voltage: 400 v, phase: 1 phase, body material: ss 304, automation: semi-automatic",7,4,5,automation grade,semi-automatic,body material,ss 304,brand,mahindra,capacity,500 kg/hr,phase,1 phase,product,aluminium extrusion plant,voltage,400 v,,,,,automation grade,semi-automatic,automation grade,semi-automatic,brand,mahindra,material grade,ss 304,capacity,500 kg/hr,phase,1 phase,material,aluminium,production capacity,500 kg/hr,,,voltage,400 v,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,
cable extruder for laboratory 200 liter,3,3,3,capacity,200 liter,product,cable extruder,usage/application,laboratory,,,,,,,,,,,,,capacity,200 liter,capacity(litre,200 liter,type,cable extruder,industry type,laboratory,usage,laboratory,type,cable extruder,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,
rajco blown film extrusion machine,2,2,2,brand,rajco,product,blown film extrusion machine,,,,,,,,,,,,,,,brand,rajco,brand,rajco,product,blown film extrusion machine,machine type,blown film extrusion machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,
"twin screw extruder - conical design, 200 kg/hr output, 230 v, 1 phase, aluminium construction, swaraj brand, automatic operation",8,4,7,automation grade,automatic,body material,aluminium,brand,swaraj,capacity,200 kg/hr,phase,1 phase,product,twin screw extruder,screw design,conical,voltage,230 v,,,automation grade,automatic,automation grade,automatic,brand,swaraj,brand/make,swaraj make,capacity,200 kg/hr,material,aluminium,material,aluminium,phase,1 phase,,,production capacity,200 kg/hr,,,screw design,twin screw,,,voltage,230 v,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,,
"automatic stainless steel tube extrusion machine, capacity: 5 ton, voltage: 220 v, phase: single phase",6,3,5,automation grade,automatic,body material,stainless steel,capacity,5 ton,phase,single phase,product,tube extrusion machine,voltage,220 v,,,,,,,automation grade,automatic,automation grade,automatic,capacity,5 ton,body material,stainless steel,material,stainless steel,phase,single phase,,,voltage,220 v,,,weight,5 ton,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,
50 kg 1 phase basket extruder,3,3,2,capacity,50 kg,phase,1 phase,product,basket extruder,,,,,,,,,,,,,capacity,50 kg,capacity(kg,50 kg,phase,1 phase,phase,1 phase,type,basket extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
automatic jockey extruder 220 v,3,4,0,automation grade,automatic,product,jockey extruder,voltage,220 v,,,,,,,,,,,,,automation grade,automatic,,,brand,jockey,,,type,extruder,,,voltage,220 v,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,
new pipe extrusion machine,2,2,2,condition,new,product,pipe extrusion machine,,,,,,,,,,,,,,,condition,new,i deal in,new,machine type,extrusion,type,pipe extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,
250 kg/hr extruder machine cast iron body,3,3,2,body material,cast iron,capacity,250 kg/hr,product,extruder machine,,,,,,,,,,,,,capacity,250 kg/hr,body material,cast iron,material,cast iron,production capacity,250 kg/hr,usage,extruder machine,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
300 kg/hr semi-automatic pvc extruder,3,4,3,automation grade,semi-automatic,capacity,300 kg/hr,product,pvc extruder,,,,,,,,,,,,,automation grade,semi-automatic,automation grade,semi-automatic,capacity,300 kg/hr,plastic processed,pvc,material,pvc,production capacity,300 kg/hr,type,extruder,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
automatic oleoresin extraction plant,2,1,2,automation grade,automatic,product,oleoresin extraction plant,,,,,,,,,,,,,,,usage,oleoresin extraction,automation grade,automatic,,,usage/application,herbal extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,FALSE,NA,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,
semi-automatic solid phase extraction system,2,2,2,automation grade,semi-automatic,product,solid phase extraction system,,,,,,,,,,,,,,,automation grade,semi-automatic,automation grade,semi-automatic,product,solid phase extraction,model name/number,solid phase extraction positive pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,PARTIAL,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,
"looking for automatic twin screw extruder with specifications: capacity 500 tpd, voltage 220 v, phase 1 phase, body material mild steel, application laboratory",7,3,7,automation grade,automatic,body material,mild steel,capacity,500 tpd,phase,1 phase,product,twin screw extruder,usage/application,laboratory,voltage,220 v,,,,,automation grade,automatic,application,laboratory,capacity,500 tpd,automation grade,automatic,usage,laboratory,body material,mild steel,,,capacity,500 tpd,,,phase,1 phase,,,screw design,twin screw,,,voltage,220 v,,,,,,,,,FALSE,gemini,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,
1000 liter fully automatic lab extruder,3,4,2,automation grade,fully automatic,capacity,1000 liter,product,lab extruder,,,,,,,,,,,,,automation grade,automatic,automation grade,fully automatic,capacity,1000 liter,capacity(litre,1000 l,type,extruder,,,usage,lab,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,PARTIAL,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,PARTIAL,FALSE,NA,,,,,,,,,,,,,,,TRUE,PARTIAL,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
pvc epe foam extruder 50 kg capacity,3,2,2,body material,pvc,capacity,50 kg,product,epe foam extruder,,,,,,,,,,,,,capacity,50 kg,capacity,50 kg,type,extruder,plastic processed,pvc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
mild steel xlpe cable extruder 5 ton capacity,3,3,3,body material,mild steel,capacity,5 ton,product,xlpe cable extruder,,,,,,,,,,,,,capacity,5 ton,body material,mild steel,material,mild steel,type,cable extruder,type,extruder,weight,5 ton,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,TRUE,PARTIAL,,,,,,,,,,,,,FALSE,NA,TRUE,PARTIAL,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
"automatic ms curcumin extraction plant, capacity: 200 tpd, voltage: 415 v, phase: three phase",6,3,5,automation grade,automatic,body material,ms,capacity,200 tpd,phase,three phase,product,curcumin extraction plant,voltage,415 v,,,,,,,capacity,200 tpd,automation grade,automatic,material,ms,body material,ms,phase,three phase,capacity,200,,,phase,three phase,,,voltage,415 v,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,PARTIAL,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,PARTIAL,TRUE,TRUE,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,PARTIAL,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,
pvc oleoresin extraction plant 200 kg capacity,3,1,2,body material,pvc,capacity,200 kg,product,oleoresin extraction plant,,,,,,,,,,,,,capacity,200 kg,capacity(kg,200 kg,,,plastic processed,pvc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,FALSE,NA,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,
"teknik semi-automatic lab extruder machine with 300 kg/hr capacity, 415 v voltage, 1 phase, cast iron body, suitable for plastic processing",8,5,6,automation grade,semi-automatic,body material,cast iron,brand,teknik,capacity,300 kg/hr,phase,1 phase,product,lab extruder,usage/application,plastic processing,voltage,415 v,,,automation grade,semi-automatic,automation grade,semi-automatic,brand,teknik,body material,cast iron,capacity,300 kg/hr,material to be extruded,plastic,material,cast iron,phase,1 phase,model name/number,extruder,production capacity,300 kg/hr,,,voltage,415 v,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,
single die extruder twin screw design 200 kg/hr,3,2,3,capacity,200 kg/hr,product,single die extruder,screw design,twin screw,,,,,,,,,,,,,capacity,200 kg/hr,die type,single die,number of dies,single die,production capacity,200 kg/hr,,,screw design,twin screw,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
fully automatic ss 304 zinc recovery unit,3,3,2,automation grade,fully automatic,body material,ss 304,product,zinc recovery unit,,,,,,,,,,,,,automation grade,automatic,automation grade,fully automatic,material grade,ss 304,body material,ss,usage,zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,PARTIAL,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,PARTIAL,FALSE,NA,,,,,,,,,,,,,,,TRUE,PARTIAL,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,PARTIAL,FALSE,NA,,,,,,,,,,,,
automatic basket extruder,2,2,0,automation grade,automatic,product,basket extruder,,,,,,,,,,,,,,,automation grade,automatic,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,
metal recovery plant with 15 hp power 230 v,3,1,2,power,15 hp,product,metal recovery plant,voltage,230 v,,,,,,,,,,,,,voltage,230 v,motor power,15 hp,,,voltage,230 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,,,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
semi-automatic pvc pipe extruder,2,3,3,automation grade,semi-automatic,product,pvc pipe extruder,,,,,,,,,,,,,,,automation grade,semi-automatic,automation grade,semi automatic,material,pvc,plastic processed,pvc,type,extruder,type,pipe extruder,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,FALSE,FALSE,NA,TRUE,PARTIAL,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,TRUE,PARTIAL,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,,,
"unique semi-automatic zinc recovery unit machine with 200 kg capacity, 400 v voltage, three phase, mild steel body, suitable for wire & cable",8,3,6,automation grade,semi-automatic,body material,mild steel,brand,unique,capacity,200 kg,phase,three phase,product,zinc recovery unit,usage/application,wire & cable,voltage,400 v,,,automation grade,semi-automatic,automation grade,semi-automatic,capacity,200 kg,body material,mild steel,material,mild steel,capacity,200 kg,,,phase,three phase,,,usage/application,wire & cable,,,voltage,400 v,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,
"multi layer extruder - conical design, 1000 kg/hr output, 230 v, three phase, pp construction, swaraj brand, manual operation",8,3,5,automation grade,manual,body material,pp,brand,swaraj,capacity,1000 kg/hr,phase,three phase,product,multi layer extruder,screw design,conical,voltage,230 v,,,automation grade,manual,automation grade,manual,brand,swaraj,body material,pp,capacity,1000 kg/hr,phase,three phase,,,production capacity,1000 kg/hr,,,voltage,230 v,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,
"gold star semi-automatic aluminium extrusion plant, 25 kg, 380 v, 1 phase",6,4,6,automation grade,semi-automatic,brand,gold star,capacity,25 kg,phase,1 phase,product,aluminium extrusion plant,voltage,380 v,,,,,,,automation grade,semi-automatic,automation grade,semi automatic,brand,gold star,brand,gold star,phase,1 phase,phase,1 phase,usage,aluminium,usage/application,aluminium extrusion,,,voltage,380 v,,,weight,25 kg,,,,,,,,,,,,,FALSE,gemini,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,
fully automatic epe foam extruder 400 v,3,4,2,automation grade,fully automatic,product,epe foam extruder,voltage,400 v,,,,,,,,,,,,,automation grade,automatic,automation grade,fully automatic,material,epe,voltage,400 v,type,extruder,,,voltage,400 v,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,PARTIAL,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,PARTIAL,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,PARTIAL,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
"semi-automatic jockey extruder for plastic processing, capacity: 1000 liter, power: 10 kw",5,4,4,automation grade,semi-automatic,capacity,1000 liter,power,10 kw,product,jockey extruder,usage/application,plastic processing,,,,,,,,,automation grade,semi-automatic,automation grade,semi automatic,brand,jockey,capacity,1000,capacity,1000,material to be extruded,plastic,type,extruder,power,10 kw,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,TRUE,TRUE,PARTIAL,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,FALSE,TRUE,PARTIAL,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,
"popular make fully automatic extruder machine, production capacity: 50 kg/hr, voltage: 230 v, phase: 1 phase, material: aluminium, power: 10 hp",8,3,6,automation grade,fully automatic,body material,aluminium,brand,popular,capacity,50 kg/hr,motor power,10 hp,phase,1 phase,product,extruder machine,voltage,230 v,,,automation grade,automatic,automation grade,fully automatic,brand,popular,material,aluminium,capacity,50 kg/hr,motor power,10 hp,,,phase,1 phase,,,production capacity,50 kg/hr,,,voltage,230 v,,,,,,,,,,,,,FALSE,gemini,TRUE,PARTIAL,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,PARTIAL,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,TRUE,PARTIAL,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,
semi-automatic aluminium oil extraction plant,3,2,2,automation grade,semi-automatic,body material,aluminium,product,oil extraction plant,,,,,,,,,,,,,operation type,semi-automatic,automation grade,semi automatic,usage,aluminium oil extraction,material to be extruded,aluminium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
wire extruder 400 v single phase,3,2,3,phase,single phase,product,wire extruder,voltage,400 v,,,,,,,,,,,,,phase,single phase,phase,single phase,voltage,400 v,type,extruder,,,voltage,400 v,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
