query,success,key_count,raw_output,attributes_json
three phase 1 piece 5 hp 2800 rpm 3.7 KW 5HP Crompton Greaves Motor 1500 rpm,True,7,"{""power"": ""5HP"", ""motor speed"": ""1500 rpm"", ""phase"": ""three phase"", ""speed"": ""2800 rpm"", ""quantity"": ""1 piece"", ""wattage"": ""3.7 KW"", ""brand"": ""Crompton Greaves Motor""}","{""power"": ""5HP"", ""motor speed"": ""1500 rpm"", ""phase"": ""three phase"", ""speed"": ""2800 rpm"", ""quantity"": ""1 piece"", ""wattage"": ""3.7 KW"", ""brand"": ""Crompton Greaves Motor""}"
3 Phase Motor Starter,True,2,"{""power"": ""3 Phase"", ""component"": ""Motor Starter""}","{""power"": ""3 Phase"", ""component"": ""Motor Starter""}"
0.5 hp motor,True,1,"{""power"": ""0.5 hp motor""}","{""power"": ""0.5 hp motor""}"
ac-fan-motor,True,1,"{""power"": ""ac-fan-motor""}","{""power"": ""ac-fan-motor""}"
L&T Mpower Pro Mobile Motor Starter,True,2,"{""brand"": ""L&T"", ""motor type"": ""Pro Mobile Motor Starter""}","{""brand"": ""L&T"", ""motor type"": ""Pro Mobile Motor Starter""}"
linear actuator purlin,False,0,"{""actuator"": ""linear"", ""purlin""}",
1 piece Allen Bradley Soft Starters,True,3,"{""quantity"": ""1 piece"", ""brand"": ""Allen Bradley"", ""feature"": ""Soft Starters""}","{""quantity"": ""1 piece"", ""brand"": ""Allen Bradley"", ""feature"": ""Soft Starters""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AB01-1SB0 4.5 kW,True,4,"{""motor"": ""SERVO MOTOR"", ""power"": ""4.5 kW"", ""brand/series"": ""SIEMENS SIMOTICS S-INFK1FK2 SERIES"", ""part_number"": ""1FK2210-INFK1FK2""}","{""motor"": ""SERVO MOTOR"", ""power"": ""4.5 kW"", ""brand/series"": ""SIEMENS SIMOTICS S-INFK1FK2 SERIES"", ""part_number"": ""1FK2210-INFK1FK2""}"
dg geared motor,True,2,"{""motor"": ""geared motor"", ""type"": ""dg""}","{""motor"": ""geared motor"", ""type"": ""dg""}"
Alternator Stator Core,True,2,"{""Core"": ""Alternator"", ""Stator Part"": ""Core""}","{""Core"": ""Alternator"", ""Stator Part"": ""Core""}"
servo motors repairs,True,2,"{""services"": ""repairs"", ""power source"": ""servo motors""}","{""services"": ""repairs"", ""power source"": ""servo motors""}"
Motor Carbon Brushes,True,3,"{""key"": ""Carbon"", ""accessories"": [""Brushes""], ""power source"": ""Motor""}","{""key"": ""Carbon"", ""accessories"": [""Brushes""], ""power source"": ""Motor""}"
Pmdc Stirrer Motor,True,2,"{""motor"": ""Stirrer Motor"", ""product_code"": ""Pmdc""}","{""motor"": ""Stirrer Motor"", ""product_code"": ""Pmdc""}"
dol-starter,True,1,"{""attribute"": ""dol-starter""}","{""attribute"": ""dol-starter""}"
Fan Motor,True,2,"{""component"": ""Fan"", ""power source"": ""Motor""}","{""component"": ""Fan"", ""power source"": ""Motor""}"
Three Phase Motors Crompton Greaves,True,3,"{""phase"": ""Three Phase"", ""manufacturer"": ""Crompton Greaves"", ""power source"": ""Motors""}","{""phase"": ""Three Phase"", ""manufacturer"": ""Crompton Greaves"", ""power source"": ""Motors""}"
TR 7 25x50 Holder,True,3,"{""holder"": ""Holder"", ""part_number"": ""TR 7"", ""dimensions"": ""25x50""}","{""holder"": ""Holder"", ""part_number"": ""TR 7"", ""dimensions"": ""25x50""}"
End Shield Cover,True,1,"{""feature"": ""End Shield Cover""}","{""feature"": ""End Shield Cover""}"
three phase 3.7 kw crompton greaves induction motor,True,4,"{""motor"": ""induction motor"", ""phase"": ""three phase"", ""brand"": ""crompton greaves"", ""power"": ""3.7 kw""}","{""motor"": ""induction motor"", ""phase"": ""three phase"", ""brand"": ""crompton greaves"", ""power"": ""3.7 kw""}"
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,True,9,"{""power"": ""22 kw"", ""brand"": ""Allen Bradley"", ""attribute"": ""Soft Starter"", ""part"": ""piece"", ""usage"": ""1 for business use"", ""control"": ""<end_of_turn>"", ""voltage"": ""43A 480v 3-Phase 10"" , ""sourcing code"": ""SMC-3"", ""code"": ""150-C43NB""}","{""power"": ""22 kw"", ""brand"": ""Allen Bradley"", ""attribute"": ""Soft Starter"", ""part"": ""piece"", ""usage"": ""1 for business use"", ""control"": ""<end_of_turn>"", ""voltage"": ""43A 480v 3-Phase 10"", ""sourcing code"": ""SMC-3"", ""code"": ""150-C43NB""}"
3.7 kw crompton greaves induction motor,True,3,"{""motor"": ""induction motor"", ""brand"": ""crompton greaves"", ""power"": ""3.7 kw""}","{""motor"": ""induction motor"", ""brand"": ""crompton greaves"", ""power"": ""3.7 kw""}"
Direct On Line Starter DOL Motor Starter (DMC),True,3,"{""motor"": ""DOL Motor"", ""starter type"": ""Direct On Line Operator Start Button"", ""part number"": ""(DMC)""}","{""motor"": ""DOL Motor"", ""starter type"": ""Direct On Line Operator Start Button"", ""part number"": ""(DMC)""}"
crompton greaves induction motor,True,2,"{""motor"": ""induction motor"", ""brand"": ""crompton greaves""}","{""motor"": ""induction motor"", ""brand"": ""crompton greaves""}"
three phase-motors,True,1,"{""power"": ""three phase-motors""}","{""power"": ""three phase-motors""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0MB0,True,3,"{""motor"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part_number"": ""1FK2104-7AK10-0MB0""}","{""motor"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part_number"": ""1FK2104-7AK10-0MB0""}"
Stators,True,1,"{""components"": ""Stators""}","{""components"": ""Stators""}"
1 fan motor,True,2,"{""attribute"": ""1"", ""component"": ""fan motor""}","{""attribute"": ""1"", ""component"": ""fan motor""}"
Makita MT-958 Armature By PowerSpeed,False,0,"{""Model Number"": ""MT-958"", ""Armature By PowerSpeed"", ""Brand"": ""Makita""}",
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-1MA0  2.7 kW,True,4,"{""power"": ""2.7 kW"", ""motor type"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part number"": ""1FK2106-3FA01-1MAF0""}","{""power"": ""2.7 kW"", ""motor type"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part number"": ""1FK2106-3FA01-1MAF0""}"
KOLLMORGEN Servo Motors,True,2,"{""brand"": ""KOLLMORGEN"", ""power source"": ""Servo Motors""}","{""brand"": ""KOLLMORGEN"", ""power source"": ""Servo Motors""}"
10 HP Transtech Gear Electric Motor,True,3,"{""brand"": ""Transtech"", ""power"": ""10 HP"", ""mechanism"": ""Gear Electric Motor""}","{""brand"": ""Transtech"", ""power"": ""10 HP"", ""mechanism"": ""Gear Electric Motor""}"
Hollow Shaft Type Incremental Rotary Encoder,True,2,"{""Shaft Type"": ""Hollow"", ""Encoder"": ""Incremental Rotary Encoder""}","{""Shaft Type"": ""Hollow"", ""Encoder"": ""Incremental Rotary Encoder""}"
Ti Motion Linear Actuator,True,2,"{""actuator"": ""Linear Drive"", ""material"": ""Ti Motion""}","{""actuator"": ""Linear Drive"", ""material"": ""Ti Motion""}"
Rhino+12V+DC+30RPM+70Kgcm+IG32+Heavy+Duty+Planetary+Geared+Motor,False,0,"{""Key Attributes"": [""Rhino+"", ""Servo Motor"", ""Industrial Grade"", ""Heavy Duty"", ""Planetary Geared"", ""Model IG32+"", ""Power Source"": ""+12V+DC+32+High Torque at Low RPMs""}",
1FK2104-6AF10-0MB0,True,1,"{""attribute"": ""1FK2104-7AF10-0MB0""}","{""attribute"": ""1FK2104-7AF10-0MB0""}"
dual shaft 1330 RPM BLOWER FAN MOTOR,False,0,"{""shafts"": ""dual"", ""speed"": ""1330 RPM"", ""blower fan motor""}",
Worm Geared Motor,True,2,"{""drive"": ""Worm"", ""mechanism"": ""Geared Motor""}","{""drive"": ""Worm"", ""mechanism"": ""Geared Motor""}"
3 Phase Electric Motor,True,2,"{""power"": ""Electric Motor"", ""phase"": ""3 Phase""}","{""power"": ""Electric Motor"", ""phase"": ""3 Phase""}"
linear 1 festo actuators,True,3,"{""actuators"": ""festos"", ""shape"": ""linear"", ""quantity"": ""1""}","{""actuators"": ""festos"", ""shape"": ""linear"", ""quantity"": ""1""}"
FL57BLS01-24V-10000A- Regular BLDC Motor,False,0,"{""Motor"": ""Regular"", ""Model Number"": ""FL57BLS01-10000A-\n\nPower Source"": ""<no power source specified>"" }",
starter,True,1,"{""attribute"": ""starter""}","{""attribute"": ""starter""}"
motor starter controller,True,1,"{""controller"": ""motor starter controller""}","{""controller"": ""motor starter controller""}"
EG224 Grade DC Motor Carbon Brush,True,4,"{""Motor"": ""DC Motor"", ""Brush Type"": ""Carbon Brush"", ""Grade"": ""Grade DC"", ""Model Number"": ""EG224""}","{""Motor"": ""DC Motor"", ""Brush Type"": ""Carbon Brush"", ""Grade"": ""Grade DC"", ""Model Number"": ""EG224""}"
mini motors,True,1,"{""power source"": ""mini motors""}","{""power source"": ""mini motors""}"
Air Vane Motor,True,2,"{""motor"": ""Air"", ""designation"": ""Vane Motor""}","{""motor"": ""Air"", ""designation"": ""Vane Motor""}"
1 HP Impel VGGH25 Electric Motor,True,3,"{""power"": ""1 HP"", ""motor type"": ""Electric Motor"", ""product code"": ""Impel VGGH25""}","{""power"": ""1 HP"", ""motor type"": ""Electric Motor"", ""product code"": ""Impel VGGH25""}"
dc fan motor 15 20 watt,True,3,"{""fan type"": ""dc"", ""motor power"": ""15"", ""wattage"": ""20 watt""}","{""fan type"": ""dc"", ""motor power"": ""15"", ""wattage"": ""20 watt""}"
fan motor 25 30 watt,True,3,"{""fan"": ""motor"", ""power"": ""30 watt"", ""quantity"": ""25""}","{""fan"": ""motor"", ""power"": ""30 watt"", ""quantity"": ""25""}"
3-phase-motor-starter,True,1,"{""power"": ""3-phase-motor-starter""}","{""power"": ""3-phase-motor-starter""}"
Electric Motors and Components,True,1,"{""power source"": ""Electric Motors and Components""}","{""power source"": ""Electric Motors and Components""}"
three phase l&t mpower pro mobile motor starter,True,4,"{""phase"": ""three phase"", ""brand/partner"": ""l&t"", ""motor type"": ""pro mobile motor starter"", ""power source"": ""mpower""}","{""phase"": ""three phase"", ""brand/partner"": ""l&t"", ""motor type"": ""pro mobile motor starter"", ""power source"": ""mpower""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0 1 kW,True,4,"{""motor"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INFK2"", ""power"": ""1 kW"", ""part number"": ""1FK2104-7AK10-0SB0""}","{""motor"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INFK2"", ""power"": ""1 kW"", ""part number"": ""1FK2104-7AK10-0SB0""}"
Motor Terminal Plate,True,2,"{""part"": ""Terminal Plate"", ""power source"": ""Motor""}","{""part"": ""Terminal Plate"", ""power source"": ""Motor""}"
1 hp bench polisher motor,True,3,"{""power"": ""1 hp"", ""product type"": ""bench polisher"", ""motor"": ""motor""}","{""power"": ""1 hp"", ""product type"": ""bench polisher"", ""motor"": ""motor""}"
Air Conditioner Motor,True,2,"{""feature"": ""Air Conditioner"", ""power source"": ""Motor""}","{""feature"": ""Air Conditioner"", ""power source"": ""Motor""}"
partition frames for motor,False,0,"{""frames for motor"", ""partition""}",
FL28STH51-0674AF-Hybrid Stepper Motor,True,3,"{""motor"": ""Stepper Motor"", ""attributes"": [""FL28STH51-""], ""power source"": ""Hybrid""}","{""motor"": ""Stepper Motor"", ""attributes"": [""FL28STH51-""], ""power source"": ""Hybrid""}"
Electrical carbon Brushes,True,3,"{""type"": ""Electrical"", ""carbon"": true, ""brushes"": ""Brushes""}","{""type"": ""Electrical"", ""carbon"": true, ""brushes"": ""Brushes""}"
Vibratory Motor Foot Mounted,True,2,"{""Mounting"": ""Foot Mounted"", ""Type"": ""Vibratory Motor""}","{""Mounting"": ""Foot Mounted"", ""Type"": ""Vibratory Motor""}"
Omp Series Orbital Motors,True,2,"{""Series"": ""Omp Series"", ""Motors"": ""Orbital Motors""}","{""Series"": ""Omp Series"", ""Motors"": ""Orbital Motors""}"
Hydraulic Motor bmr,True,2,"{""motor"": ""Hydraulic"", ""brand/model"": ""bmr""}","{""motor"": ""Hydraulic"", ""brand/model"": ""bmr""}"
25 Amp Motor Starter Fresh Material,True,3,"{""power"": ""25 Amp"", ""material"": ""Fresh Material"", ""component"": ""Motor Starter""}","{""power"": ""25 Amp"", ""material"": ""Fresh Material"", ""component"": ""Motor Starter""}"
M S Hydraulic Motor,True,1,"{""motor"": ""M S Hydraulic Motor""}","{""motor"": ""M S Hydraulic Motor""}"
Jyoti Motor Starter And Starter Oil Set,True,3,"{""attribute"": ""Jyoti"", ""set of parts"": ""Oil Set"", ""power source"": ""Motor Starter And Starter""}","{""attribute"": ""Jyoti"", ""set of parts"": ""Oil Set"", ""power source"": ""Motor Starter And Starter""}"
FL57BL01-24V-1500AD Brushless Motor,True,2,"{""power"": ""Brushless Motor"", ""key_attributes"": [""FL57BL01-2500AD""]}","{""power"": ""Brushless Motor"", ""key_attributes"": [""FL57BL01-2500AD""]}"
MIG PMDC MOTOR 24V/42V,True,3,"{""motor"": ""PMDC MOTOR"", ""voltage"": ""24V/42V"", ""type"": ""MIG""}","{""motor"": ""PMDC MOTOR"", ""voltage"": ""24V/42V"", ""type"": ""MIG""}"
500 rpm mig pmdc motor 24v/42v,True,3,"{""motor"": ""mig pmdc motor"", ""speed"": ""500 rpm"", ""voltage"": ""24v/42v""}","{""motor"": ""mig pmdc motor"", ""speed"": ""500 rpm"", ""voltage"": ""24v/42v""}"
2 hp three phase motor,True,2,"{""power"": ""two"", ""motor type"": ""three phase motor""}","{""power"": ""two"", ""motor type"": ""three phase motor""}"
Havells Electric Motor,True,2,"{""motor"": ""Electric Motor"", ""brand"": ""Havells""}","{""motor"": ""Electric Motor"", ""brand"": ""Havells""}"
2 200 w chimney motor,True,3,"{""motor"": ""chimney motor"", ""power"": ""200 w"", ""count"": ""2""}","{""motor"": ""chimney motor"", ""power"": ""200 w"", ""count"": ""2""}"
Synchronous Motor,True,1,"{""motor"": ""Synchronous Motor""}","{""motor"": ""Synchronous Motor""}"
FL57BLB60 Regular BLDC Motor,True,3,"{""motor"": ""Regular"", ""power source"": ""BLDC Motor"", ""part number"": ""FL57BLB60""}","{""motor"": ""Regular"", ""power source"": ""BLDC Motor"", ""part number"": ""FL57BLB60""}"
Cooler Motor 7 Sutt,True,3,"{""attribute"": ""Cooler"", ""motor"": ""Motor"", ""sutt count"": ""7""}","{""attribute"": ""Cooler"", ""motor"": ""Motor"", ""sutt count"": ""7""}"
Vintage Industrial Motor,True,2,"{""motor"": ""Industrial Motor"", ""style"": ""Vintage""}","{""motor"": ""Industrial Motor"", ""style"": ""Vintage""}"
fan-motors,True,1,"{""power source"": ""fan-motors""}","{""power source"": ""fan-motors""}"
mig pmdc motor 24v 42v,True,3,"{""motor"": ""mig pmdc motor"", ""voltage"": ""24v"", ""attribute"": ""42v""}","{""motor"": ""mig pmdc motor"", ""voltage"": ""24v"", ""attribute"": ""42v""}"
Single Phase AC Synchronous Motor,False,0,"{""motor"": ""Single Phase"", ""synchronous motor""}",
9607 HB / 9609 HB Makita Armature By PowerSpeed,True,4,"{""power"": ""By PowerSpeed"", ""part_name"": ""Armature"", ""brand"": ""Makita"", ""serial_number"": ""HB / 9609 HB""}","{""power"": ""By PowerSpeed"", ""part_name"": ""Armature"", ""brand"": ""Makita"", ""serial_number"": ""HB / 9609 HB""}"
parallel shaft helical geard motor,False,0,"{""drive"": ""parallel shaft"", ""geared motor"", ""helical""}",
1 phase electric motor,True,2,"{""power source"": ""electric motor"", ""phase"": ""1 phase""}","{""power source"": ""electric motor"", ""phase"": ""1 phase""}"
Gsm Mobile Starter Pcb,True,3,"{""key"": ""Gsm"", ""starter type"": ""Mobile Starter"", ""pcb"": true}","{""key"": ""Gsm"", ""starter type"": ""Mobile Starter"", ""pcb"": true}"
shaded pole motors with fan,True,2,"{""features"": ""shaded"", ""power source"": ""pole motors with fan""}","{""features"": ""shaded"", ""power source"": ""pole motors with fan""}"
Cooler Motor 1 Inch Kit (aluminium),True,4,"{""item"": ""Kit (aluminium)"", ""feature"": ""Cooler"", ""motor type"": ""Motor"", ""size"": ""1 Inch""}","{""item"": ""Kit (aluminium)"", ""feature"": ""Cooler"", ""motor type"": ""Motor"", ""size"": ""1 Inch""}"
Autonic Shaft Encoder,True,1,"{""Shaft Encoder"": ""Autonic""}","{""Shaft Encoder"": ""Autonic""}"
door-motor,True,1,"{""attribute"": ""door-motor""}","{""attribute"": ""door-motor""}"
"200W AC Servo Brake Motor & Drive LSELM1S-0200DH60E-SS,   LSEL6-D400Z / LSELP-RS400Z(Analog Control)",False,0,"{""power"": ""AC Servo Brake Motor & Drive"", ""key_attributes"": [""LSELM1S-0250DH60E-SS,"", ""LSEL6-D40HZ / LSELP-RS480Z(Analog Control)""]",
65X50X25MM CARBON BRUSH,True,3,"{""attribute"": ""CARBON"", ""part"": ""BRUSH"", ""dimensions"": ""65X50X2.5MM""}","{""attribute"": ""CARBON"", ""part"": ""BRUSH"", ""dimensions"": ""65X50X2.5MM""}"
shaded+pole+motors,True,1,"{""power"": ""shaded+pole+motors""}","{""power"": ""shaded+pole+motors""}"
Shaded Pole Motors,True,2,"{""pole"": ""Motors"", ""feature"": ""Shaded""}","{""pole"": ""Motors"", ""feature"": ""Shaded""}"
105 Wat Single Phase Cooler Motor,True,3,"{""power"": ""Single Phase"", ""attribute"": ""Cooler Motor"", ""wattage"": ""105 Wat""}","{""power"": ""Single Phase"", ""attribute"": ""Cooler Motor"", ""wattage"": ""105 Wat""}"
FL60STH65-2008AF Hybrid Stepper Motor,True,3,"{""product_code"": ""FL60STH65-"", ""motor_type"": ""Hybrid Stepper Motor"", ""year_of_manufacture"": ""2008AF""}","{""product_code"": ""FL60STH65-"", ""motor_type"": ""Hybrid Stepper Motor"", ""year_of_manufacture"": ""2008AF""}"
FL42BLSL01- Regular BLDC Motor,True,3,"{""motor"": ""Regular"", ""power source"": ""BLDC Motor"", ""part number"": ""FL42BLSL01""}","{""motor"": ""Regular"", ""power source"": ""BLDC Motor"", ""part number"": ""FL42BLSL01""}"
single phase cooler motor,True,2,"{""power"": ""single phase"", ""feature"": ""cooler motor""}","{""power"": ""single phase"", ""feature"": ""cooler motor""}"
4000w bldc motor / 4kw bldc motor for electric car / electric motor for gokart,True,3,"{""motor"": ""bldc motor / 4kw"", ""power"": ""4000w"", ""intended_use"": ""for electric car / electric motor for gokkart""}","{""motor"": ""bldc motor / 4kw"", ""power"": ""4000w"", ""intended_use"": ""for electric car / electric motor for gokkart""}"
Mitsubishi Servo Motors,True,1,"{""motors"": ""Mitsubishi Servo Motors""}","{""motors"": ""Mitsubishi Servo Motors""}"
FL42STH60-0854AF- Hybrid Stepper Motor,True,3,"{""product_code"": ""FL42STH60-"", ""motor_type"": ""Hybrid Stepper Motor"", ""suffix"": ""-0854AF""}","{""product_code"": ""FL42STH60-"", ""motor_type"": ""Hybrid Stepper Motor"", ""suffix"": ""-0854AF""}"
Single Phase Motor Starter,True,1,"{""power"": ""Single Phase Motor Starter""}","{""power"": ""Single Phase Motor Starter""}"
170M7167-6500A,True,1,"{""query"": ""170M7168-6500A""}","{""query"": ""170M7168-6500A""}"
Chimney Motor,True,1,"{""power source"": ""Chimney Motor""}","{""power source"": ""Chimney Motor""}"
sewing-machine-motor-armature,True,1,"{""power source"": ""sewing-machine-motor-armature""}","{""power source"": ""sewing-machine-motor-armature""}"
amdo cooler motor,True,2,"{""product"": ""amdo cooler"", ""power source"": ""motor""}","{""product"": ""amdo cooler"", ""power source"": ""motor""}"
hindustan,True,1,"{""origin"": ""hindustan""}","{""origin"": ""hindustan""}"
crompton greaves vfdc,False,0,"{""vfdc"": ""crompton"", ""greaves""}",
Carbon Brush Holder,False,0,"{attribute1}:Carbon, Brush Holder<end_of_result>thought",
370W Electric Sliding Gate Motor,True,2,"{""power"": ""370W"", ""motor type"": ""Electric Sliding Gate Motor""}","{""power"": ""370W"", ""motor type"": ""Electric Sliding Gate Motor""}"
foot cum flange mounted electric motor,True,3,"{""power source"": ""electric motor"", ""mounting type"": ""cum flange mounted"", ""size"": ""foot""}","{""power source"": ""electric motor"", ""mounting type"": ""cum flange mounted"", ""size"": ""foot""}"
FL42BLSL02- Regular BLDC Motor,True,3,"{""motor"": ""Regular"", ""power source"": ""BLDC Motor"", ""part number"": ""FL42BLSL02-""}","{""motor"": ""Regular"", ""power source"": ""BLDC Motor"", ""part number"": ""FL42BLSL02-""}"
